article,qty,price,brand,cat2,cat3,name,cat4,Function,title2,value2,title3,value3,title4,value4,title5,value5,dimensions,descrizione_materiale,cd_stato_materiale,article_code
E04403X,1,5550,NATUZZI,COFFEE TABLES,,Campus,square,Central,Structure,METAL/WOOD,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,CALACATTA MARBLE,Top finishing,Green Calacatta,120X120 H40,CAMPUS tav 120 Champ/CalacatVerde,Y2,DDE04400000003X
E04410X,1,5130,NATUZZI,COFFEE TABLES,,Campus,square,Central,Structure,METAL/WOOD,Frame finishing,GLOSSY BLACK CHROME - EUCALIPTO WOOD,Top,CERAMIC,Top finishing,Old stain,120X120 H40,CAMPUS CEN. 120X120H40 CER.M.VECCHIA,Y2,DDE04400000010X
E04414X,1,5880,NATUZZI,COFFEE TABLES,,Campus,square,Central,Structure,METAL/WOOD,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,MARBLE,Top finishing,GLOSSY CALACATTA GOLD,120X120 H40,Campus cen.Cham/Ash.Tob./Cal.Gold,Y2,DDE04400000014X
E04405X,1,3660,NATUZZI,COFFEE TABLES,,Campus,Rectangular,Central,Structure,METAL/WOOD,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,GLASS,Top finishing,GLOSSY GREEN,90X140 H34,CAMPUS tav 140x90 Champ/VetroVerde,Y2,DDE04400000005X
E04401X,1,4770,NATUZZI,COFFEE TABLES,,Campus,Round,Central,Structure,METAL/WOOD,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,CALACATTA MARBLE,Top finishing,Green Calacatta,100X100 H29,CAMPUS tav Ã¸100 Champ/CalacatVerd,Y2,DDE04400000001X
E04402X,1,3540,NATUZZI,COFFEE TABLES,,Campus,Round,Central,Structure,METAL/WOOD,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,WOOD,Top finishing,,100X100 H28,CAMPUS tav Ã¸100 Champagne/Tabacco,Y2,DDE04400000002X
E04407X,1,2320,NATUZZI,COFFEE TABLES,,Campus,Round,Accent,Structure,METAL/WOOD,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,CALACATTA MARBLE,Top finishing,Green Calacatta,47X47 H52,CAMPUS serv Ã¸47  Champ/CalacVerde,Y2,DDE04400000007X
E04408X,1,1930,NATUZZI,COFFEE TABLES,,Campus,Round,Accent,Structure,METAL/WOOD,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,GLASS,Top finishing,GLOSSY GREEN,47X47 H51,CAMPUS serv Ã¸47  Champ/VetroVerde,Y2,DDE04400000008X
E04409X,1,2030,NATUZZI,COFFEE TABLES,,Campus,Round,Accent,Structure,METAL/WOOD,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,WOOD,Top finishing,,47X47 H51,CAMPUS serv Ã¸47  Champ/FrassTabac,Y2,DDE04400000009X
E04411X,1,3630,NATUZZI,COFFEE TABLES,,Campus,Round,Central,Structure,METAL/WOOD,Frame finishing,GLOSSY BLACK CHROME - EUCALIPTO WOOD,Top,WOOD,Top finishing,eucalyptus,100X100 H28,CAMPUS CEN. D100H28 LEG.EUCALIPTO,Y2,DDE04400000011X
E04412X,1,2090,NATUZZI,COFFEE TABLES,,Campus,Round,Accent,Structure,METAL/WOOD,Frame finishing,GLOSSY BLACK CHROME - EUCALIPTO WOOD,Top,CERAMIC,Top finishing,Old stain,47X47 H52,CAMPUS ACC.. D47 H52  CER.M.VECCHIA,Y2,DDE04400000012X
E04413X,1,2290,NATUZZI,COFFEE TABLES,,Campus,Round,Accent,Structure,METAL/WOOD,Frame finishing,GLOSSY BLACK CHROME - EUCALIPTO WOOD,Top,WOOD,Top finishing,eucalyptus,47X47 H52,CAMPUS ACC.. D47 H52  LEG.EUCALIPTO,Y2,DDE04400000013X
E04415X,1,2320,NATUZZI,COFFEE TABLES,,Campus,Round,Accent,Structure,METAL/WOOD,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,MARBLE,Top finishing,GLOSSY CALACATTA GOLD,47X47 H52,Campus Acc.Champ/Ash. Tob./Cal.Gold,Y2,DDE04400000015X
E04505X,1,1450,NATUZZI,COFFEE TABLES,,CAVA,Rectangular,Central,Structure,GLASS,Frame finishing,SMOKE,Top,GLASS,Top finishing,SMOKE,100X120 H28,CAVA Tavolo 120x100 Vetro FumÃ©,Y2,DDE04500000005X
E04506X,1,1450,NATUZZI,COFFEE TABLES,,CAVA,Rectangular,Central,Structure,GLASS,Frame finishing,BRONZE,Top,GLASS,Top finishing,BRONZE,100X120 H28,CAVA Tavolo 120x100 Vetro Bronzo,Y2,DDE04500000006X
E04508X,1,1450,NATUZZI,COFFEE TABLES,,CAVA,Rectangular,Central,Structure,GLASS,Frame finishing,HEAVENLY,Top,GLASS,Top finishing,Extra Clear Glass,100X120 H28,CAVA tav 120x100 Vetr Celest/ExtW,Y2,DDE04500000008X
E04501X,1,1330,NATUZZI,COFFEE TABLES,,CAVA,Round,Central,Structure,GLASS,Frame finishing,SMOKE,Top,GLASS,Top finishing,SMOKE,100X100 H32,CAVA Tavolo Ã˜100 Vetro FumÃ©,Y2,DDE04500000001X
E04502X,1,1330,NATUZZI,COFFEE TABLES,,CAVA,Round,Central,Structure,GLASS,Frame finishing,BRONZE,Top,GLASS,Top finishing,BRONZE,100X100 H32,CAVA Tavolo Ã˜100 Vetro Bronzo,Y2,DDE04500000002X
E04504X,1,1330,NATUZZI,COFFEE TABLES,,CAVA,Round,Central,Structure,GLASS,Frame finishing,HEAVENLY,Top,GLASS,Top finishing,Extra Clear Glass,100X100 H32,CAVA tav Ã˜100 Vetro Celest/ExtraW,Y2,DDE04500000004X
E04511X,1,900,NATUZZI,COFFEE TABLES,,CAVA,Round,Accent,Structure,METAL,Frame finishing,MATT COFFEE,Top,GLASS,Top finishing,SMOKE,40X40 H48,CAVA tav Ã˜40 Caffe/Vetro SpFume,Y2,DDE04500000011X
E04512X,1,900,NATUZZI,COFFEE TABLES,,CAVA,Round,Accent,Structure,METAL,Frame finishing,MATT COFFEE,Top,GLASS,Top finishing,BRONZE,40X40 H48,CAVA tav Ã˜40 Caffe/Vetro SpBronzo,Y2,DDE04500000012X
T10802X,1,1080,NATUZZI,COFFEE TABLES,,CHOCOLAT,MULTIFORM,CENTRAL,Structure,METAL,Frame finishing,Pewter,Top,GLASS,Top finishing,SMOKE GREY,83X101 H28,CHOCOLAT Centr.101x83H28 Pewt/SmokGl,Y2,DDT10800000002X
T10803X,1,730,NATUZZI,COFFEE TABLES,,CHOCOLAT,MULTIFORM,ACCENT,Structure,METAL,Frame finishing,Pewter,Top,GLASS,Top finishing,SMOKE GREY,48X57 H50,CHOCOLAT Accent57x48H50 Pewt/SmokGl,Y2,DDT10800000003X
T108F54,1,1090,NATUZZI,COFFEE TABLES,,CHOCOLAT,Rectangular,Central,Structure,METAL,Frame finishing,Pewter,Top,MARBLE,Top finishing,IMPERIAL GREY,83X101 H28,CHOCOLAT CENT.101X83 H28 PEWTER-GREY IMP,Y2,DDT108CFR2A815P
T108M0S,1,770,NATUZZI,COFFEE TABLES,,CHOCOLAT,Rectangular,ACCENT,Structure,METAL,Frame finishing,Pewter,Top,MARBLE,Top finishing,IMPERIAL GREY,48X57 H50,CHOCOLAT ACCENT 48X57 H50 IMP.GREY-PEWTE,Y2,DDT108SFR26300P
T108MZ3,1,1470,NATUZZI,COFFEE TABLES,,CHOCOLAT,Rectangular,Central,Structure,METAL,Frame finishing,Pewter,Top,MARBLE,Top finishing,ATHENS SILVER CREAM,83X101 H28,CHOCOLAT CEN.101X83 H28 PEWT-ATHENS CREM,Y2,DDT108CFR2NI11P
T108MZS,1,810,NATUZZI,COFFEE TABLES,,CHOCOLAT,Rectangular,ACCENT,Structure,METAL,Frame finishing,Pewter,Top,MARBLE,Top finishing,ATHENS SILVER CREAM,48X57 H50,CHOCOLAT ACC.48X57 H50 PEWT-ATHENS CREME,Y2,DDT108SFR2NI11P
E02801X,1,1030,NATUZZI,COFFEE TABLES,,ESTRO,Round,Central,Structure,METAL,Frame finishing,Black Brunito,Top,WOOD,Top finishing,WALNUT,90X90 H39,ESTRO TAVOLINO D90 NOCE2017NEROBRUN,Y2,DDE028T0000001X
E02802X,1,1070,NATUZZI,COFFEE TABLES,,ESTRO,Round,Central,Structure,METAL,Frame finishing,Black Brunito,Top,WOOD,Top finishing,SMOKED OAK,90X90 H39,ESTRO TAVOLINO D90 ROVERE2017NEROBRUN,Y2,DDE028T0000002X
E02803X,1,1490,NATUZZI,COFFEE TABLES,,ESTRO,Round,ANGULAR,Structure,METAL,Frame finishing,Black Brunito,Top,MARBLE,Top finishing,SAHARA NOIR,50X50 H55,ESTRO TAVOLINO D50 SAHARANOIRLUCNEROBR,Y2,DDE028T0000003X
E02804X,1,1600,NATUZZI,COFFEE TABLES,,ESTRO,Round,ANGULAR,Structure,METAL,Frame finishing,Black Brunito,Top,MARBLE,Top finishing,INVISIBLE GRAY,50X50 H55,ESTRO TAVOLINO D50 INVISGREYLUCNEROBR,Y2,DDE028T0000004X
E02805X,1,790,NATUZZI,COFFEE TABLES,,ESTRO,Round,Accent,Structure,METAL,Frame finishing,Black Brunito,Top,GLASS,Top finishing,BRICK RED,40X40 H45,ESTRO TAVOLINO D40 VETROCOPPER/NEROBR,Y2,DDE028T0000005X
E02806X,1,790,NATUZZI,COFFEE TABLES,,ESTRO,Round,Accent,Structure,METAL,Frame finishing,Black Brunito,Top,GLASS,Top finishing,GREEN,40X40 H45,ESTRO TAVOLINO D40 VETROALLORO/NEROBR,Y2,DDE028T0000006X
E02807X,1,1510,NATUZZI,COFFEE TABLES,,ESTRO,Round,ANGULAR,Structure,METAL,Frame finishing,Black Brunito,Top,MARBLE,Top finishing,Lilac,50X50 H55,ESTRO tav Ã¸50 Nero/Marmo Lilac,Y2,DDE02800000007X
E02808X,1,730,NATUZZI,COFFEE TABLES,,ESTRO,Round,Accent,Structure,METAL,Frame finishing,Black Brunito,Top,GLASS,Top finishing,LILLAC,40X40 H45,ESTRO tav Ã¸40 Nero/VetroGlicine,Y2,DDE02800000008X
E02809X,1,770,NATUZZI,COFFEE TABLES,,ESTRO,Round,Accent,Structure,METAL,Frame finishing,Black Brunito,Top,GLASS,Top finishing,HEAVENLY,40X40 H45,Estro Black Brunito/Light Blue D40 H45 c,Y2,DDE02800000009X
T876001XNA,1,2750,NATUZZI,COFFEE TABLES,,FEUDO,Round,Central,Structure,WOOD,Frame finishing,ASH,Top,MARBLE,Top finishing,TRAVERTINE,105X105 H40,FEUDO Cent.R D103H40-56 NatAsh-Travert,Y2,T876001XNA
T876002XNA,1,3090,NATUZZI,COFFEE TABLES,,FEUDO,Round,Central,Structure,WOOD,Frame finishing,ASH,Top,LACQUERED WOOD,Top finishing,GLOSSY LACQUER WHITE,105X105 H40,FEUDO Cent.R D103H40-56 NatAsh-Whi.Laq,Y2,T876002XNA
E02708X,1,3410,NATUZZI,COFFEE TABLES,,Filrouge,square,Central,Structure,WOOD AND METAL,Frame finishing,SMOKED OAK/BLACK BRUNITO,Top,MARBLE,Top finishing,Volakas,100X100 H34,FILROUGE TAVOLO 100 ROV2017/VOLAKAS,Y2,DDE027Q0000008X
E02705X,1,1460,NATUZZI,COFFEE TABLES,,Filrouge,Rectangular,MULTIFUNCTION,Structure,WOOD AND METAL,Frame finishing,SMOKED OAK/BLACK BRUNITO,Top,,Top finishing,,40X120 H33,FIL ROUGE PORTATV L120 ROV2017NEROB,Y2,DDE027R0000005X
E02711X,1,920,NATUZZI,COFFEE TABLES,,Filrouge,Round,Accent,Structure,METAL,Frame finishing,Black Brunito,Top,WOOD,Top finishing,SMOKED OAK,40X40 H48,FIL ROUGE SERVETTO D40 ROV2017NEROBR,Y2,DDE027T0000011X
E02713X,1,1340,NATUZZI,COFFEE TABLES,,Filrouge,Round,Accent,Structure,METAL,Frame finishing,Black Rose,Top,MARBLE,Top finishing,Volakas,40X40 H48,FIL ROUGE SERVETTO D40 VOLAKAS/NERORO,Y2,DDE027T0000013X
T847001XNA,1,2380,NATUZZI,COFFEE TABLES,,FROST,Round,Central,Structure,MARBLE/METAL,Frame finishing,Pewt/Fossena,Top,GLASS,Top finishing,Extra Clear Glass,108X100 H30,FROST Cen.Rou108x100H30 Pewt/FossenaM,Y2,T847001XNA
T847002XNA,1,2170,NATUZZI,COFFEE TABLES,,FROST,Round,Accent,Structure,MARBLE/METAL,Frame finishing,Pewt/Fossena,Top,GLASS,Top finishing,Extra Clear Glass,55X50 H50,FROST Acc.Rou55x50H50 Pewt/FossenaM,Y2,T847002XNA
T847003XNA,1,2320,NATUZZI,COFFEE TABLES,,FROST,Round,Central,Structure,MARBLE/METAL,Frame finishing,Carrara Pewter,Top,GLASS,Top finishing,Extra Clear Glass,108X100 H30,FROST CEN.ROU108X100H30 Carrara-Pewt,Y2,T847003XNA
T847004XNA,1,2060,NATUZZI,COFFEE TABLES,,FROST,Round,Accent,Structure,MARBLE/METAL,Frame finishing,Carrara Pewter,Top,GLASS,Top finishing,Extra Clear Glass,55X50 H50,FROST ACC.ROU55X50H50 Carrara-Pewter,Y2,T847004XNA
T1560X1,1,1470,NATUZZI,COFFEE TABLES,,HERMAN,square,Central,Structure,METAL,Frame finishing,BRONZE,Top,GLASS,Top finishing,BRONZE MIRROR,100X100 H27,HERMAN Cent.100x100H27 Gold/bronz glas,Y2,DDT15600000001X
T1560X3,1,1700,NATUZZI,COFFEE TABLES,,HERMAN,square,Central,Structure,METAL,Frame finishing,BRONZE,Top,MARBLE,Top finishing,Rain Forest Brown,100X100 H27,HERMAN Cent.100x100H27 FOREST BROWN,Y2,DDT15600000003X
T156VM3,1,1070,NATUZZI,COFFEE TABLES,,HERMAN,square,Central,Structure,METAL,Frame finishing,Pewter,Top,GLASS,Top finishing,COFFEE,100X100 H27,HERMAN CE.TA.100x100H27 COFFEE GLASS/PEW,Y2,DDT156CVTM2515P
T156X03,1,3240,NATUZZI,COFFEE TABLES,,HERMAN,square,Central,Structure,METAL,Frame finishing,Pewter,Top,MARBLE,Top finishing,INVISIBLE GRAY,100X100 H27,HERMAN CEN.TAB.100X100 H27 PEWT-INV.GREY,Y2,DDT156CMAMNI15P
T156XH3,1,1480,NATUZZI,COFFEE TABLES,,HERMAN,square,Central,Structure,METAL,Frame finishing,Pewter,Top,MARBLE,Top finishing,MARMO OROBICO,100X100 H27,HERMAN CEN.TA.100x100H27 MAR.OROBICO/PEW,Y2,DDT156CMAM0115P
T156XZ3,1,2660,NATUZZI,COFFEE TABLES,,HERMAN,square,Central,Structure,METAL,Frame finishing,Pewter,Top,MARBLE,Top finishing,CALACATTA GOLD,100X100 H27,HERMAN CEN.TAB.100X100 H27 PEWT-CAL.GOLD,Y2,DDT156CMAMNI69P
T1560X2,1,1070,NATUZZI,COFFEE TABLES,,HERMAN,Round,ANGULAR,Structure,METAL,Frame finishing,BRONZE,Top,GLASS,Top finishing,BRONZE MIRROR,56X56 H50,HERMAN Side D56H50 Gold/bronze glas,Y2,DDT15600000002X
T1560X4,1,960,NATUZZI,COFFEE TABLES,,HERMAN,Round,Accent,Structure,METAL,Frame finishing,BRONZE,Top,MARBLE,Top finishing,Rain Forest Brown,56X56 H50,HERMAN Acce. D56H50 FOREST BROWN,Y2,DDT15600000004X
T156LRS,1,580,NATUZZI,COFFEE TABLES,,HERMAN,Round,Accent,Structure,METAL,Frame finishing,Pewter,Top,WOOD,Top finishing,SMOKED OAK,56X56 H50,HERMAN ACC.TAV.D56 H50 SMOKED OAK/PEWTER,Y2,DDT156SLGM1215P
T156VMS,1,450,NATUZZI,COFFEE TABLES,,HERMAN,Round,Accent,Structure,METAL,Frame finishing,Pewter,Top,GLASS,Top finishing,COFFEE,45X45 H34,HERMAN ACC.TAB.D45H34 COFFEE GLASS/PEWTE,Y2,DDT156SVTM2515P
T156X0S,1,1710,NATUZZI,COFFEE TABLES,,HERMAN,Round,Accent,Structure,METAL,Frame finishing,Pewter,Top,MARBLE,Top finishing,INVISIBLE GRAY,56X56 H50,HERMAN ACC.TAB.D56 H50 PEWTER-INVIS.GREY,Y2,DDT156SMAMNI15P
T156XHS,1,860,NATUZZI,COFFEE TABLES,,HERMAN,Round,Accent,Structure,METAL,Frame finishing,Pewter,Top,MARBLE,Top finishing,MARMO OROBICO,56X56 H50,HERMAN ACC.TAB.D56H50 MAB.OROBICO/PEWTER,Y2,DDT156SMAM0115P
T156XZS,1,1510,NATUZZI,COFFEE TABLES,,HERMAN,Round,Accent,Structure,METAL,Frame finishing,Pewter,Top,MARBLE,Top finishing,CALACATTA GOLD,56X56 H50,HERMAN ACC.TAB.D56 H50 PEWTER-CALAC.GOLD,Y2,DDT156SMAMNI69P
E03203X,1,3510,NATUZZI,COFFEE TABLES,,ICON,square,Central,Structure,WOOD AND METAL,Frame finishing,Smoked Oak/Brass,Top,MARBLE,Top finishing,MARMO OROBICO,100X100 H32,ICON TAV100X100 OROBICO/ROV2017/OTT,Y2,DDE032Q0000003X
E03204X,1,3490,NATUZZI,COFFEE TABLES,,ICON,square,Central,Structure,WOOD AND METAL,Frame finishing,Walnut/Brass,Top,MARBLE,Top finishing,Volakas,100X100 H32,ICON TAV100X100 VOLAKAS/NOCE2017/OTT,Y2,DDE032Q0000004X
E03205X,1,1000,NATUZZI,COFFEE TABLES,,ICON,square,ANGULAR,Structure,WOOD AND METAL,Frame finishing,Smoked Oak/Brass,Top,LACQUERED WOOD,Top finishing,MATT BETON,55X55 H56,ICON TAV 55X55 CEMENTOOP/ROV2017/OTT,Y2,DDE032Q0000005X
E03206X,1,1000,NATUZZI,COFFEE TABLES,,ICON,square,ANGULAR,Structure,WOOD AND METAL,Frame finishing,Walnut/Brass,Top,LACQUERED WOOD,Top finishing,Matt White Chalk,55X55 H56,ICON TAV 55X55 BIANCOGESOP/NOC2017/OTT,Y2,DDE032Q0000006X
E03201X,1,2150,NATUZZI,COFFEE TABLES,,ICON,Rectangular,Central,Structure,WOOD AND METAL,Frame finishing,Smoked Oak/Brass,Top,WOOD,Top finishing,SMOKED OAK,80X120 H39,ICON TAVOLINO 120X80 ROVERE2017/OTTONE,Y2,DDE032R0000001X
E03202X,1,2020,NATUZZI,COFFEE TABLES,,ICON,Rectangular,Central,Structure,WOOD AND METAL,Frame finishing,Walnut/Brass,Top,WOOD,Top finishing,WALNUT,80X120 H39,ICON TAVOLINO 120X80 NOCEV2017/OTTONE,Y2,DDE032R0000002X
E03207X,1,1240,NATUZZI,COFFEE TABLES,,ICON,Rectangular,ACCENT,Structure,WOOD AND METAL,Frame finishing,Smoked Oak/Brass,Top,WOOD,Top finishing,SMOKED OAK,40X55 H51,ICON TAV 55X40 ROVERE2017/OTTONE,Y2,DDE032R0000007X
E03208X,1,1210,NATUZZI,COFFEE TABLES,,ICON,Rectangular,ACCENT,Structure,WOOD AND METAL,Frame finishing,Walnut/Brass,Top,WOOD,Top finishing,WALNUT,40X55 H51,ICON TAV 55X40 NOCE2017/OTTONE,Y2,DDE032R0000008X
E03211X,1,1100,NATUZZI,COFFEE TABLES,,ICON,Round,Accent,Structure,WOOD AND METAL,Frame finishing,Smoked Oak/Brass,Top,WOOD,Top finishing,Smoked Oak Termocotto,55X55 H56,ICON Tav.TONDO D55H56Ro.Af/Ot.RO.TER2017,Y2,DDE03200000011X
T15702X,1,1360,NATUZZI,COFFEE TABLES,,IDO,square,Accent,Structure,METAL,Frame finishing,Pewter,Top,MARBLE,Top finishing,INVISIBLE GRAY,40X40 H47,IDO TAV 40X40H47 INVISIBLE GRAY/PELTRO,Y2,DDE037T0000002X
T157XXT,1,890,NATUZZI,COFFEE TABLES,,IDO,square,Accent,Structure,METAL,Frame finishing,Pewter,Top,METAL,Top finishing,SILVER WAVE,40X40 H47,IDO ACC.TAB.1 ST.40X40 H47 SIL.WAVE-PEWT,Y2,DDT157SMAV6315P
T157XYT,1,750,NATUZZI,COFFEE TABLES,,IDO,square,Accent,Structure,METAL,Frame finishing,Pewter,Top,MARBLE,Top finishing,CALACATTA GOLD,40X40 H47,IDO ACC.TAB.1 ST.40X40 H47 CAL.GOLD-PEWT,Y2,DDT157SMAV6915P
T15701X,1,1850,NATUZZI,COFFEE TABLES,,IDO,Round,Accent,Structure,METAL,Frame finishing,Pewter,Top,MARBLE,Top finishing,INVISIBLE GRAY,55X55 H56,IDO TAV D55 H56 INVISIBLE GRAY/PELTRO,Y2,DDE037T0000001X
T157M53,1,1770,NATUZZI,COFFEE TABLES,,IDO,Round,Central,Structure,METAL,Frame finishing,Pewter,Top,METAL,Top finishing,BLACK CHROME,90X90 H39,IDO CENTR.TAB.D90H39 GL.BLACK CHROM-PEWT,Y2,DDT157CFRMA815P
T157XYS,1,1040,NATUZZI,COFFEE TABLES,,IDO,Round,Accent,Structure,METAL,Frame finishing,Pewter,Top,MARBLE,Top finishing,CALACATTA GOLD,55X55 H56,IDO ACC.TAB.4 ST.D55H56 CALA.GOLD-PEWTER,Y2,DDT157SMAM6915P
T1630X7,1,3080,NATUZZI,COFFEE TABLES,,KENDO,square,Central,Structure,WOOD AND METAL,Frame finishing,Smoked Oak/Brass,Top,WOOD,Top finishing,Smoked Oak/Brass,100X100 H26,KENDO Cent.100x100H26 Sm.Oak/Brass,Y2,DDT16300000007X
T163MN3,1,4160,NATUZZI,COFFEE TABLES,,KENDO,Rectangular,Central,Structure,METAL,Frame finishing,Pewter,Top,WOOD,Top finishing,WALNUT,90X160 H26,KENDO CENTR.TAB.160X90 H26 WALNUT-PEWTER,Y2,DDT163CFRL6304P
T163MR3,1,3950,NATUZZI,COFFEE TABLES,,KENDO,Rectangular,Central,Structure,METAL,Frame finishing,BRASS,Top,WOOD,Top finishing,SMOKED OAK,90X160 H26,KENDO CENTR.TAB.160X90 H26 SMOKED OAK-OT,Y2,DDT163CFRL6312P
T163MRS,1,1670,NATUZZI,COFFEE TABLES,,KENDO,Rectangular,ACCENT,Structure,METAL,Frame finishing,BRASS,Top,WOOD,Top finishing,SMOKED OAK,38X53 H50,KENDO ACCENT TAB.53X38 H50 SMOKED OAK-BR,Y2,DDT163SFRL6312P
Q466002XNA,1,1910,NATUZZI,COFFEE TABLES,,KUBIKA,square,CENTRAL WITH DRAWER,Structure,WOOD,Frame finishing,SMOKED OAK,Top,WOOD,Top finishing,SMOKED OAK,102X102 H38,Kubika w/drawer Smok.Oak L102P102H39,Y2,Q466002XNA
T140V00,1,1250,NATUZZI,COFFEE TABLES,,LABIRINTO,square,ANGULAR,Structure,GLASS,Frame finishing,SMOKE,Top,GLASS,Top finishing,,60X60 H70,LABIRINTO CORNER TABLE 60X60 H70 SMOKED,Y2,DDT140AVT06300P
T140V04,1,1350,NATUZZI,COFFEE TABLES,,LABIRINTO,square,Central,Structure,GLASS,Frame finishing,SMOKE,Top,GLASS,Top finishing,,100X100 H34,LABIRINTO CENT.TABLE 100X100 H34 SMOKED,Y2,DDT140CVTV6300P
T140VM0,1,1250,NATUZZI,COFFEE TABLES,,LABIRINTO,square,ANGULAR,Structure,GLASS,Frame finishing,BRONZE,Top,GLASS,Top finishing,,60X60 H70,LABIRINTO CORNER TABLE 60X60 H70 BRONZE,Y2,DDT140AVT02400P
T140VM4,1,1350,NATUZZI,COFFEE TABLES,,LABIRINTO,square,Central,Structure,GLASS,Frame finishing,BRONZE,Top,GLASS,Top finishing,,100X100 H34,LABIRINTO CENT.TABLE 100X100 H34 BRONZE,Y2,DDT140CVTV2400P
T140VX4,1,1350,NATUZZI,COFFEE TABLES,,LABIRINTO,square,Central,Structure,GLASS,Frame finishing,TRANSPARENT,Top,GLASS,Top finishing,,100X100 H34,LABIRINTO CENT.TABLE 100X100 H34 CRYSTAL,Y2,DDT140CVTV0000P
T140V03,1,1330,NATUZZI,COFFEE TABLES,,LABIRINTO,Rectangular,Central,Structure,GLASS,Frame finishing,SMOKE,Top,GLASS,Top finishing,,85X125 H34,LABIRINTO CENTRAL TAB.85X125 H34 SMOKED,Y2,DDT140CVT06300P
T140VM3,1,1330,NATUZZI,COFFEE TABLES,,LABIRINTO,Rectangular,Central,Structure,GLASS,Frame finishing,BRONZE,Top,GLASS,Top finishing,,85X125 H34,LABIRINTO CENTRAL TAB.85X125 H34 BRONZE,Y2,DDT140CVT02400P
T140VX3,1,1330,NATUZZI,COFFEE TABLES,,LABIRINTO,Rectangular,Central,Structure,GLASS,Frame finishing,TRANSPARENT,Top,GLASS,Top finishing,,85X125 H34,LABIRINTO CENTRAL TAB.85X125 H34 CRYSTAL,Y2,DDT140CVT00000P
T151M0S,1,450,NATUZZI,COFFEE TABLES,,LONG BEACH,Rectangular,ACCENT,Structure,METAL,Frame finishing,ANTHRACITE,Top,WOOD,Top finishing,SMOKED OAK,35X42 H51,LONG BEACH ACC.TAB.42X35 H51 SM.OAK-ANTH,Y2,DDT151SFRL6312P
T058V00,1,310,NATUZZI,COFFEE TABLES,,MERCURIO,square,ANGULAR,Structure,GLASS,Frame finishing,SMOKE,Top,,Top finishing,,60X60 H45,MERCURIO CORNER TABLE 60X60 H45 SMOKED,Y2,DDT058AVT06300P
T058VH1,1,320,NATUZZI,COFFEE TABLES,,MERCURIO,square,ANGULAR,Structure,GLASS,Frame finishing,TRANSPARENT,Top,,Top finishing,,60X60 H45,MERCURIO CORNER TABLE 60X60 H45 TRASPAR.,Y2,DDT058AVT06000P
T058V03,1,335,NATUZZI,COFFEE TABLES,,MERCURIO,Rectangular,Central,Structure,GLASS,Frame finishing,SMOKE,Top,,Top finishing,,52X111 H40,MERCURIO CENTRAL TABLE 111X52 H40 SMOKED,Y2,DDT058CVT06300P
T058VX3,1,300,NATUZZI,COFFEE TABLES,,MERCURIO,Rectangular,Central,Structure,GLASS,Frame finishing,TRANSPARENT,Top,GLASS,Top finishing,TRANSPARENT,52X111 H40,MERCURIO CENTRAL 111x52 H40 CRISTA,Y2,DDT058CVT00000P
Q083001XNA,1,3210,NATUZZI,COFFEE TABLES,,MINDFUL,MULTIFORM,CENTRAL,Structure,LACQUERED WOOD,Frame finishing,CHOCOLATE,Top,LACQUERED WOOD,Top finishing,CHOCOLATE,88X125 H46,MINDFUL  Tab.with  Func.Cioc.Opaco,Y2,Q083001XNA
Q083002XNA,1,1290,NATUZZI,COFFEE TABLES,,MINDFUL,square,Accent,Structure,LACQUERED WOOD,Frame finishing,CHOCOLATE,Top,LACQUERED WOOD,Top finishing,CHOCOLATE,45X45 H55,MINDFUL  Tab.Accent Cioc.Opaco,Y2,Q083002XNA
Q983001XNA,1,680,NATUZZI,COFFEE TABLES,,MOMENTO,Rectangular,LATERAL,Structure,WOOD,Frame finishing,SMOKED OAK,Top,WOOD,Top finishing,SMOKED OAK,96X36 H48,Momento Side Tab.Smoked Oak L96x36H48,Y2,Q983001XNA
T879001XNA,1,2260,NATUZZI,COFFEE TABLES,,PATIO,square,Central,Structure,GLASS/METAL,Frame finishing,TRANSPARENT,Top,GLASS,Top finishing,TRANSPARENT,90X90 H26,PATIO Cent.Sq.90X90H26 StopsolGlass,Y2,T879001XNA
Q984001XNA,1,1920,NATUZZI,COFFEE TABLES,,ROLL,Rectangular,CENTRAL WITH CASTORS,Structure,WOOD,Frame finishing,GRAPHITE OAK,Top,WOOD,Top finishing,GRAPHITE OAK,80X120 H40,ROLL Multif.Tab. w/wheels Graph.Oak,Y2,Q984001XNA
E03001X,1,1300,NATUZZI,COFFEE TABLES,,Saturday,Round,Central,Structure,METAL,Frame finishing,Black Brunito,Top,WOOD,Top finishing,SMOKED OAK,70X70 H35,SATURDAY TAVOLINO D70 ROV2017NEROBRUN,Y2,DDE030T0000001X
