article,qty,price,brand,cat2,cat3,name,cat4,Function,title2,value2,title3,value3,title4,value4,title5,value5,dimensions,descrizione_materiale,cd_stato_materiale,article_code
N74401X,1,8380,NATUZZI,DRESSERS,,Campus,,TABLE WARE,Structure,WOOD-LAQUER,Frame finishing,EUCALIPTUS - GLOSSY BRICK,Top,METAL/WOOD,Top finishing,GLOSSY BLACK CHROME - EUCALIPTO WOOD,55X170 H74,CAMPUS Cas.170x55H74 EUCAL./COTT.LUC,Y2,DDN74400000001X
N74402X,1,7480,NATUZZI,DRESSERS,,Campus,,SEMAINIER,Structure,WOOD-LAQUER,Frame finishing,EUCALIPTUS - GLOSSY BRICK,Top,METAL/WOOD,Top finishing,GLOSSY BLACK CHROME - EUCALIPTO WOOD,55X70 H135,CAMPUS Set.70x55 H135 EUCAL./COTT.LUC,Y2,DDN74400000002X
B005LMV,1,3020,NATUZZI,DRESSERS,,EUCLIDE,,TABLE WARE,Structure,LACQUERED WOOD,Frame finishing,MATT COFFEE,Top,METAL,Top finishing,MATT COFFEE,190X55 H65,EUCLIDE BEDR.FUR. DRAWER COFFEE-COFFEE,Y2,DDN005CLGM24240
B01003X,1,3930,NATUZZI,DRESSERS,,FENICE,,TABLE WARE,Structure,LACQUERED WOOD,Frame finishing,WHITE CHALK,Top,GLASS,Top finishing,WHITE CHALK,50X140 H78,FENICE CASSETTIERA BIANCOGESSOLUC+OP,Y2,DDN01000000003X
B01004X,1,3930,NATUZZI,DRESSERS,,FENICE,,TABLE WARE,Structure,LACQUERED WOOD,Frame finishing,MINK,Top,GLASS,Top finishing,MINK,50X140 H78,FENICE CASSETTIERA L140 VISONE lucido,Y2,DDN01000000004X
B002LBC,1,2370,NATUZZI,DRESSERS,,MONDRIAN,,TABLE WARE,Structure,LACQUERED WOOD,Frame finishing,MATT BLUE,Top,METAL,Top finishing,NICKEL,160X50 H70,MONDRIAN BEDR.FUR. DRAWER BLUE-NICKEL,Y2,DDN002CLGM60NIV
B002LGC,1,2370,NATUZZI,DRESSERS,,MONDRIAN,,TABLE WARE,Structure,LACQUERED WOOD,Frame finishing,MATT GREY,Top,METAL,Top finishing,NICKEL,160X50 H70,MONDRIAN BEDR.FUR. DRAWER GREY-NICKEL,Y2,DDN002CLGM63NIV
B002LNC,1,2960,NATUZZI,DRESSERS,,MONDRIAN,,TABLE WARE,Structure,WOOD,Frame finishing,WALNUT,Top,METAL,Top finishing,MATT COFFEE,160X50 H70,MONDRIAN BIG DRAW.160X50H70 MA.COFF-WALN,Y2,DDN002CLGM24040
B002LWC,1,2370,NATUZZI,DRESSERS,,MONDRIAN,,TABLE WARE,Structure,WOOD,Frame finishing,WHITE MATT,Top,METAL,Top finishing,NICKEL,160X50 H70,MONDRIAN BEDR.FUR. DRAWER WHITE-NICKEL,Y2,DDN002CLGM52NIV
B004RLH,1,6060,NATUZZI,DRESSERS,,MUNARI,,SIDEBOARD,Structure,WOOD,Frame finishing,SMOKED OAK,Top,MARBLE,Top finishing,CALACATTA GOLD,220X53 H75,MUNARI SIDEB.220X53 H75 SMOK.OAK-CAL.GOL,Y2,DDN004MLGV12OR0
B00701X,1,5020,NATUZZI,DRESSERS,,SVEVO,,TABLE WARE,Structure,WOOD-GLASS,Frame finishing,OAK,Top,WOOD AND METAL,Top finishing,COFFEE,55X200 H77,SVEVO CASSETTIERA ROVERE 2017/CAFFE,Y2,DDN00700000001X
B00901X,1,4540,NATUZZI,DRESSERS,,VENERE,,TABLE WARE,Structure,WOOD AND METAL,Frame finishing,Smoked Oak/Brass,Top,WOOD,Top finishing,SMOKED OAK,55X150 H77,VENERE CASSETTIERA ROV2017/OTTONE,Y2,DDN00900000001X
B00902X,1,4540,NATUZZI,DRESSERS,,VENERE,,TABLE WARE,Structure,WOOD AND METAL,Frame finishing,Walnut/Glossy Black Chrome,Top,WOOD,Top finishing,WALNUT,55X150 H77,VENERE CASSETTIERA NOCE2017/CROMOnerol,Y2,DDN00900000002X
O600001XNA,1,550,NATUZZI,WALL ARTS,,BIANCA LANCIA,,,Material,PAPER,Color,,Material 2,WOOD,Color 2,,73X6 H73,BIANCALANCIA Wall decor 73x73cm,Y2,O600001XNA
O198001XNA,1,690,NATUZZI,WALL ARTS,,COSTANZA D'ALTAVILLA,,,Material,PAPER,Color,,Material 2,WOOD,Color 2,BLACK,73X6 H93,COSTANZA D'ALTAVILLA Wall decor 73x93cm,Y1,O198001XNA
O981001XNA,1,550,NATUZZI,WALL ARTS,,DONNA A TEATRO,,,Material,PAPER,Color,,Material 2,WOOD,Color 2,,73X6 H73,DONNA A TEATRO Wall decor 73x73cm,Y2,O981001XNA
O601001XNA,1,550,NATUZZI,WALL ARTS,,DONNA BILANCIA,,,Material,PAPER,Color,,Material 2,WOOD,Color 2,,73X6 H73,DONNA BILANCIA Wall decor 73x73cm,Y2,O601001XNA
O200001XNA,1,690,NATUZZI,WALL ARTS,,IMPERATORE FEDERICO II DI SVEVIA,,,Material,PAPER,Color,,Material 2,WOOD,Color 2,BLACK,73X6 H93,IMPERATORE FEDERICO II Wall decor 73x93c,Y1,O200001XNA
O194001XNA,1,600,NATUZZI,WALL ARTS,,LA STREGA,,,Material,PAPER,Color,,Material 2,WOOD,Color 2,BLACK,73X6 H73,LA STREGA Wall decor 73x73cm,Y1,O194001XNA
O192001XNA,1,600,NATUZZI,WALL ARTS,,MIA,,,Material,PAPER,Color,,Material 2,WOOD,Color 2,BLACK,73X6 H73,MIA Wall decor 73x73cm,Y1,O192001XNA
O195001XNA,1,600,NATUZZI,WALL ARTS,,"NON COLGO I FIORI, LI UCCIDEREI",,,Material,PAPER,Color,,Material 2,WOOD,Color 2,BLACK,73X6 H73,NON COLGO I FIORI Wall decor 73x73cm,Y1,O195001XNA
O596001XNA,1,550,NATUZZI,WALL ARTS,,NOTAIO,,,Material,PAPER,Color,,Material 2,WOOD,Color 2,,73X6 H73,NOTAIO Wall decor 73x73cm,Y2,O596001XNA
O929001XNA,1,1310,NATUZZI,WALL ARTS,,PICA,,,Material,PAPER,Color,MULTICOLOR,Material 2,GLASS,Color 2,TRANSPARENT,113 H83,"PICA I, 113X83, JAIME JURADO",Y2,O929001XNA
O929002XNA,1,1310,NATUZZI,WALL ARTS,,PICA,,,Material,PAPER,Color,MULTICOLOR,Material 2,GLASS,Color 2,TRANSPARENT,113 H83,"PICA II, 113X83, JAIME JURADO",Y2,O929002XNA
O196001XNA,1,690,NATUZZI,WALL ARTS,,PUGLIA,,,Material,PAPER,Color,,Material 2,WOOD,Color 2,BLACK,73X6 H93,PUIGLIA Wall decor 73x93cm,Y1,O196001XNA
O930001XNA,1,1310,NATUZZI,WALL ARTS,,ROAD,,,Material,PAPER,Color,MULTICOLOR,Material 2,GLASS,Color 2,TRANSPARENT,113 H83,"ROAD I, 113X83, JAIME JURADO",Y2,O930001XNA
O930002XNA,1,1310,NATUZZI,WALL ARTS,,ROAD,,,Material,PAPER,Color,MULTICOLOR,Material 2,GLASS,Color 2,TRANSPARENT,113 H83,"ROAD II, 113X83, JAIME JURADO",Y2,O930002XNA
O197001XNA,1,690,NATUZZI,WALL ARTS,,SIâ€¦,,,Material,PAPER,Color,,Material 2,WOOD,Color 2,BLACK,73X6 H93,SI... Wall decor 73x93cm,Y1,O197001XNA
O931001XNA,1,1630,NATUZZI,WALL ARTS,,SILUETA,,,Material,WOOD,Color,MULTICOLOR,Material 2,,Color 2,,120 H90,"SILUETA I, 120x90, JAIME JURADO",Y2,O931001XNA
O931002XNA,1,1630,NATUZZI,WALL ARTS,,SILUETA,,,Material,WOOD,Color,MULTICOLOR,Material 2,,Color 2,,120 H90,"SILUETA II, 120x90, JAIME JURADO",Y2,O931002XNA
O928001XNA,1,1310,NATUZZI,WALL ARTS,,SUEÃ‘O,,,Material,PAPER,Color,MULTICOLOR,Material 2,GLASS,Color 2,TRANSPARENT,113 H83,"SUEÃ‘O I, 113X83, JAIME JURADO",Y2,O928001XNA
O928002XNA,1,1310,NATUZZI,WALL ARTS,,SUEÃ‘O,,,Material,PAPER,Color,MULTICOLOR,Material 2,GLASS,Color 2,TRANSPARENT,113 H83,"SUEÃ‘O II, 113X83, JAIME JURADO",Y2,O928002XNA
O193001XNA,1,600,NATUZZI,WALL ARTS,,TI DO' IL MIO CUORE,,,Material,PAPER,Color,,Material 2,WOOD,Color 2,BLACK,73X6 H73,TI DO' IL MIO CUORE Wall decor 73x73cm,Y1,O193001XNA
O982001XNA,1,550,NATUZZI,WALL ARTS,,TOTOCECÃˆ,,,Material,PAPER,Color,,Material 2,WOOD,Color 2,,73X3 H73,TOTOCECÃˆ Wall decor 73x73cm,Y2,O982001XNA
O927001XNA,1,1310,NATUZZI,WALL ARTS,,TRIPTICO JARRA,,,Material,PAPER,Color,MULTICOLOR,Material 2,GLASS,Color 2,TRANSPARENT,113 H83,"TRIPTICO JARRA II 113X83,JAIME JURADO",Y2,O927001XNA
O927002XNA,1,1310,NATUZZI,WALL ARTS,,TRIPTICO JARRA,,,Material,PAPER,Color,MULTICOLOR,Material 2,GLASS,Color 2,TRANSPARENT,113 H83,"TRIPTICO JARRA III 113X83,JAIME JURADO",Y2,O927002XNA
O199001XNA,1,690,NATUZZI,WALL ARTS,,UNA DONNA,,,Material,PAPER,Color,,Material 2,WOOD,Color 2,BLACK,73X6 H93,UNA DONNA Wall decor 73x93cm,Y1,O199001XNA
CH180031400,1,1510,NATUZZI,STOOLS,,DOVE,,WITHOUT ARMS,Structure,METAL,Frame finishing,,Covering,LEATHER,Covering color,,50X48 H80,Dove SEDIA PELLE CAT 15,Y2,CH180031400
CH180034000,1,1620,NATUZZI,STOOLS,,DOVE,,WITHOUT ARMS,Structure,METAL,Frame finishing,,Covering,LEATHER,Covering color,,50X48 H80,Dove SEDIA PELLE CAT 40,Y2,CH180034000
CH180039900,1,1510,NATUZZI,STOOLS,,DOVE,,WITHOUT ARMS,Structure,METAL,Frame finishing,,Covering,FABRIC,Covering color,,50X48 H80,Dove SEDIA TESSUTO CAT 99,Y2,CH180039900
CH18003A000,1,1500,NATUZZI,STOOLS,,DOVE,,WITHOUT ARMS,Structure,METAL,Frame finishing,,Covering,LEATHER,Covering color,,50X48 H80,Dove SEDIA PELLE CTA0,Y2,CH18003A000
CH170031400,1,1330,NATUZZI,STOOLS,,Shield,,WITH ARMS,Structure,METAL,Frame finishing,Black gloss crome,Covering,LEATHER,Covering color,,60X51 H103,Shield SEDIA PELLE CAT 15,Y2,CH170031400
CH170034000,1,1510,NATUZZI,STOOLS,,Shield,,WITH ARMS,Structure,METAL,Frame finishing,Black gloss crome,Covering,LEATHER,Covering color,,60X51 H103,Shield SEDIA PELLE CAT 40,Y2,CH170034000
CH170039900,1,1360,NATUZZI,STOOLS,,Shield,,WITH ARMS,Structure,METAL,Frame finishing,Black gloss crome,Covering,VELVET,Covering color,,60X51 H103,Shield SEDIA TESSUTO CAT 99,Y2,CH170039900
CH17003A000,1,1300,NATUZZI,STOOLS,,Shield,,WITH ARMS,Structure,METAL,Frame finishing,Black gloss crome,Covering,LEATHER,Covering color,,60X51 H103,Shield SEDIA PELLE CTA0,Y2,CH17003A000
G18401X,1,5720,NATUZZI,BAR FURNITURE,,Skyline,,,Structure,METAL,Frame finishing,Black gloss crome,Top,WOOD/MARBLE,Top finishing,Black Ash Wood/Black Granite,154X71 H108,SKYLINE BAR DESK,Y2,DDG18400000001X
G00101X,1,2350,NATUZZI,DESKS,,Filrouge,RECTANGULAR,DESK,Structure,WOOD AND METAL,Frame finishing,SMOKED OAK/BLACK BRUNITO,Top,MARBLE,Top finishing,Volakas,43X130 H73,FIL ROUGE DESK ROV2017/VOLAKAS,Y2,DDG001R0000001X
G875001XNA,1,3020,NATUZZI,DESKS,,INU,RECTANGULAR,EXTENSIBLE CONSOLE,Structure,WOOD AND METAL,Frame finishing,ASH,Top,FENIX,Top finishing,WHITE,180X98 H72,INU Ext.Desk180X98-108H72 FenixWhi/Oak,Y2,G875001XNA
E007M4W,1,2560,NATUZZI,DESKS,,OMEGA,RECTANGULAR,DESK,Structure,METAL,Frame finishing,MATT COFFEE,Top,MARBLE,Top finishing,WAXED CALACATTA GOLD,52X133 H76,OMEGA DESK 133X52 H76 CALACATTA G/COFFEE,Y2,DDE007WMAM6924P
E007MTW,1,2970,NATUZZI,DESKS,,OMEGA,RECTANGULAR,DESK,Structure,METAL,Frame finishing,MATT ANTHRACITE,Top,MARBLE,Top finishing,SAHARA NOIR,52X133 H76,OMEGA DESK 133X52 H76 ANTHRAC-GLO.SAHARA,Y2,DDE007WMAM6369P
T172R1X,1,5430,NATUZZI,DESKS,,PHANTOM,RECTANGULAR,DESK,Structure,WOOD,Frame finishing,WALNUT,Top,,Top finishing,,60X180 H73,PHANTOM SCRITTOIO NOCE2017,Y2,DDT172R0000001X
T172R2X,1,5430,NATUZZI,DESKS,,PHANTOM,RECTANGULAR,DESK,Structure,WOOD,Frame finishing,SMOKED OAK,Top,,Top finishing,,60X180 H73,PHANTOM SCRITTOIO ROVERE2017,Y2,DDT172R0000002X
O956002XNA,1,50,NATUZZI,HOME FRAGRANCES,,MOSTO DI FICHI,,AIR FRESHNER STICKS 100 ML,Material,GLASS,Color,TRANSPARENT,,WOOD,Fragrance,RED,11X11 H13,MOSTO DI FICHI - DIFFUSORE.100ml,Y6,O956002XNA
A22201X,1,380,NATUZZI,HOME FRAGRANCES,,Trullini,,AROMATIC CANDLE 320 GR,Material,CERAMIC,Color,Light blue,,CERAMIC,Fragrance,,15.5X15.5 H20.5,TRULLINI Candle BAMBOO/LIGHT BLUE,Y2,DDO22200000001X
A22202X,1,380,NATUZZI,HOME FRAGRANCES,,Trullini,,AROMATIC CANDLE 320 GR,Material,CERAMIC,Color,BLUE,,CERAMIC,Fragrance,,15.5X15.5 H21,TRULLINI Candela FRESIA/BLU,Y2,DDO22200000002X
A22203X,1,380,NATUZZI,HOME FRAGRANCES,,Trullini,,AROMATIC CANDLE 320 GR,Material,CERAMIC,Color,GREY,,CERAMIC,Fragrance,,15.5X15.5 H22,TRULLINI Candle CHINO PEPE/GREY,Y2,DDO22200000003X
A22204X,1,380,NATUZZI,HOME FRAGRANCES,,Trullini,,AROMATIC CANDLE 320 GR,Material,CERAMIC,Color,BROWN,,CERAMIC,Fragrance,,15.5X15.5 H20,TRULLINI Candle TERRAE/BROWN,Y2,DDO22200000004X
A22205X,1,380,NATUZZI,HOME FRAGRANCES,,Trullini,,AROMATIC CANDLE 320 GR,Material,CERAMIC,Color,GREEN,,CERAMIC,Fragrance,,15.5X15.5 H20,TRULLINI Candle MANDARVANIG/GREEN,Y2,DDO22200000005X
A22206X,1,380,NATUZZI,HOME FRAGRANCES,,Trullini,,AROMATIC CANDLE 320 GR,Material,CERAMIC,Color,BLACK,,CERAMIC,Fragrance,BLACK,15.5X15.5 H22,TRULLINI Candle CHINO PEPE/BLK,Y2,DDO22200000006X
A22207X,1,380,NATUZZI,HOME FRAGRANCES,,Trullini,,AROMATIC CANDLE 320 GR,Material,CERAMIC,Color,BORDEAUX,,CERAMIC,Fragrance,BORDEAUX,15.5X15.5 H20,TRULLINI Candle MANDARVANIG/BORDEAUX,Y2,DDO22200000007X
A22208X,1,380,NATUZZI,HOME FRAGRANCES,,Trullini,,AROMATIC CANDLE 320 GR,Material,CERAMIC,Color,NEUTRAL,,CERAMIC,Fragrance,NEUTRAL,15.5X15.5 H20.5,TRULLINI Candle BAMBOO/NEUTRAL,Y2,DDO22200000008X
A22209X,1,460,NATUZZI,HOME FRAGRANCES,,Trullini,,AROMATIC CANDLE 320 GR,Material,CERAMIC,Color,GOLD,,CERAMIC,Fragrance,GOLD,15.5X15.5 H20,TRULLINI Candle TERRAE/GOLD,Y2,DDO22200000009X
A22601X,1,400,NATUZZI,HOME FRAGRANCES,,Trullini,,AIR FRESHNER STICKS 100 ML,Material,CERAMIC,Color,Light blue,,CERAMIC,Fragrance,,14X14 H22.5,TRULLINI Profumo BAMBOO/LIGHT BLUE,Y2,DDO22600000001X
A22602X,1,400,NATUZZI,HOME FRAGRANCES,,Trullini,,AIR FRESHNER STICKS 100 ML,Material,CERAMIC,Color,BLUE,,CERAMIC,Fragrance,,14X14 H23,TRULLINI Profumo FRESIA/BLU,Y2,DDO22600000002X
A22603X,1,400,NATUZZI,HOME FRAGRANCES,,Trullini,,AIR FRESHNER STICKS 100 ML,Material,CERAMIC,Color,GREY,,CERAMIC,Fragrance,,14X14 H25,TRULLINI Profumo CHINO PEPE/GREY,Y2,DDO22600000003X
A22604X,1,400,NATUZZI,HOME FRAGRANCES,,Trullini,,AIR FRESHNER STICKS 100 ML,Material,CERAMIC,Color,BROWN,,CERAMIC,Fragrance,,14X14 H22.5,TRULLINI Profumo TERRAE/BROWN,Y2,DDO22600000004X
A22605X,1,400,NATUZZI,HOME FRAGRANCES,,Trullini,,AIR FRESHNER STICKS 100 ML,Material,CERAMIC,Color,GREEN,,CERAMIC,Fragrance,,14X14 H22,TRULLINI Profumo MANDARVANIG/GREEN,Y2,DDO22600000005X
A22612X,1,400,NATUZZI,HOME FRAGRANCES,,Trullini,,PERFUME,Material,CERAMIC,Color,BLACK,,CERAMIC,Fragrance,BLACK,14X14 H25,TRULLINI Scent CHINO PEPE/BLK,Y2,DDO22600000012X
A22613X,1,400,NATUZZI,HOME FRAGRANCES,,Trullini,,PERFUME,Material,CERAMIC,Color,BORDEAUX,,CERAMIC,Fragrance,BORDEAUX,14X14 H22,TRULLINI Scent MANDARVANIG/BORDEAUX,Y2,DDO22600000013X
A22614X,1,400,NATUZZI,HOME FRAGRANCES,,Trullini,,PERFUME,Material,CERAMIC,Color,NEUTRAL,,CERAMIC,Fragrance,NEUTRAL,14X14 H22.5,TRULLINI Scent BAMBOO/NEUTRAL,Y2,DDO22600000014X
A22615X,1,490,NATUZZI,HOME FRAGRANCES,,Trullini,,PERFUME,Material,CERAMIC,Color,GOLD,,CERAMIC,Fragrance,GOLD,14X14 H22.5,TRULLINI Scent TERRAE/GOLD,Y2,DDO22600000015X
