Codice1;Codice2;Colore;Collezione;Materiale
86202102;86202102;NERO;SIXTY;TESSUTO
86202201;86202201;BIANCO;SOTO;TESSUTO
86202202;86202202;NERO;SOTO;TESSUTO
86202801;86202801;ORO;LONDON;TESSUTO
86202802;86202802;VERDE;LONDON;TESSUTO
86202803;86202803;FERRO;LONDON;TESSUTO
86202804;86202804;ORO SCURO;LONDON;TESSUTO
86202901;86202901;TORTORA SCURO;INGRES;TESSUTO
86202902;86202902;CENERE DI LEGNA;INGRES;TESSUTO
86202903;86202903;MARRONE;INGRES;TESSUTO
86202905;86202905;AVORIO;INGRES;TESSUTO
86203001;86203001;CORDA;SOHO;TESSUTO
86203002;86203002;VERDE;SOHO;TESSUTO
86203003;86203003;MARRONE;SOHO;TESSUTO
86203004;86203004;NERO;SOHO;TESSUTO
86203301;86203301;BIANCO;PROVENZA;TESSUTO
86203302;86203302;BEIGE;PROVENZA;TESSUTO
86203303;86203303;TORTORA;PROVENZA;TESSUTO
86203304;86203304;MARRONE;PROVENZA;TESSUTO
86203401;86203401;BIANCO;LORENA;TESSUTO
86203402;86203402;BEIGE;LORENA;TESSUTO
86203403;86203403;TORTORA;LORENA;TESSUTO
86203404;86203404;MARRONE;LORENA;TESSUTO
86204501;86204501;AVORIO;AREZZO;TESSUTO
86204502;86204502;BIANCO;AREZZO;TESSUTO
86204503;86204503;CORDA;AREZZO;TESSUTO
86204504;86204504;FANGO;AREZZO;TESSUTO
86204505;86204505;ARANCIO;AREZZO;TESSUTO
86204506;86204506;OTTANIO;AREZZO;TESSUTO
86204507;86204507;LILLA;AREZZO;TESSUTO
86204508;86204508;BLU;AREZZO;TESSUTO
86204701;86204701;ARGENTO;CELLINI;TESSUTO
86204702;86204702;ORO;CELLINI;TESSUTO
86205301;86205301;GREIGE C.MX GRIGIO;ACQUARIO;TESSUTO
86205302;86205302;BLU SCURO;ACQUARIO;TESSUTO
86205303;86205303;BEIGE CH.MX ROSA;ACQUARIO;TESSUTO
86205304;86205304;GRIGIO CH.CALDO;ACQUARIO;TESSUTO
86205305;86205305;ROSSO;ACQUARIO;TESSUTO
86205501;86205501;GREIGE C.MX GRIGIO;PEGASO;TESSUTO
86205502;86205502;GRIGIO SCURO CALDO;PEGASO;TESSUTO
86205503;86205503;VIOLA MX GRIGIA;PEGASO;TESSUTO
86205504;86205504;CUOIO CH.MX GIALLA;PEGASO;TESSUTO
86205601;86205601;GRIGIO CH.FREDDO;SANTANDREA;TESSUTO
86205602;86205602;CELESTE MX GRIGIA;SANTANDREA;TESSUTO
86205603;86205603;GREIGE S.MX BRONZO;SANTANDREA;TESSUTO
86205604;86205604;GRIGIO SC. FREDDO;SANTANDREA;TESSUTO
86205801;86205801;GRI.MED.MELANG.BLU;DEL CORSO;TESSUTO
86205802;86205802;GRI.MED.MELAN.RUGG;DEL CORSO;TESSUTO
86205803;86205803;GRI.MED.MELAN.CAMM;DEL CORSO;TESSUTO
86205901;86205901;BIANCO FREDDO;LAGRANGE;TESSUTO
86205902;86205902;GRIGIO CH.FREDDO;LAGRANGE;TESSUTO
86205903;86205903;GRIGIO SC. FREDDO;LAGRANGE;TESSUTO
86205904;86205904;BLU SCURO;LAGRANGE;TESSUTO
86205905;86205905;GREIGE SC.MX ROSA;LAGRANGE;TESSUTO
86205906;86205906;BEIGE CH.MX GIALLA;LAGRANGE;TESSUTO
86205907;86205907;CELESTE;LAGRANGE;TESSUTO
86205908;86205908;GREIGE CHIARO;LAGRANGE;TESSUTO
88000000;88000000;ALTRI;NA;TESSUTO
88000101;88000101;ECRU;PETRARCA;TESSUTO
88000102;88000102;CORDA;PETRARCA;TESSUTO
88000103;88000103;BISCOTTO;PETRARCA;TESSUTO
88000104;88000104;TABACCO;PETRARCA;TESSUTO
88000105;88000105;NERO;PETRARCA;TESSUTO
88000201;88000201;ECRU;MANZONI;TESSUTO
88000202;88000202;CORDA;MANZONI;TESSUTO
88000203;88000203;BISCOTTO;MANZONI;TESSUTO
88000204;88000204;TABACCO;MANZONI;TESSUTO
88000205;88000205;NERO;MANZONI;TESSUTO
88000302;88000302;SABBIA;ELORA (old);MICROFIBRA
88000307;88000307;ROSSO VINO;ELORA (old);MICROFIBRA
88000308;88000308;ELORA CAMOSCIO;ELORA (old);MICROFIBRA
88000309;88000309;VERDE SALVIA;ELORA (old);MICROFIBRA
88000316;88000316;ROSSO CORALLO;ELORA (old);MICROFIBRA
88000321;88000321;GHIACCIO;ELORA (old);MICROFIBRA
88000322;88000322;SENAPE;ELORA (old);MICROFIBRA
88000323;88000323;TORTORA;ELORA (old);MICROFIBRA
88000324;88000324;MARRONE SCURO;ELORA (old);MICROFIBRA
88000325;88000325;BLU NAVY;ELORA (old);MICROFIBRA
88000326;88000326;AVORIO;ELORA (old);MICROFIBRA
88000327;88000327;CORDA;ELORA (old);MICROFIBRA
88000328;88000328;ACQUA;ELORA (old);MICROFIBRA
88000329;88000329;VIOLA;ELORA (old);MICROFIBRA
88000330;88000330;BORDEAUX;ELORA (old);MICROFIBRA
88000331;88000331;TORTORA SCURO;ELORA (old);MICROFIBRA
88000332;88000332;GRIGIO BLU;ELORA (old);MICROFIBRA
88000401;88000401;NOCCIOLA;REMBRANDT;TESSUTO
88000402;88000402;RUBINO;REMBRANDT;TESSUTO
88000403;88000403;MOGANO;REMBRANDT;TESSUTO
88000501;88000501;NOCCIOLA;RUBENS;TESSUTO
88000502;88000502;RUBINO;RUBENS;TESSUTO
88000503;88000503;MOGANO;RUBENS;TESSUTO
88000601;88000601;NOCCIOLA;GOYA;TESSUTO
88000602;88000602;RUBINO;GOYA;TESSUTO
88000603;88000603;MOGANO;GOYA;TESSUTO
88000701;88000701;TORTORA SCURO;INGRES;TESSUTO
88000702;88000702;CENERE DI LEGNA;INGRES;TESSUTO
88000703;88000703;MARRONE;INGRES;TESSUTO
88000704;88000704;INDACO;INGRES;TESSUTO
88000705;88000705;AVORIO;INGRES;TESSUTO
88000801;88000801;TORTORA SCURO;DEGAS;TESSUTO
88000802;88000802;TORTORA CHIARO;DEGAS;TESSUTO
88000803;88000803;MARRONE DORATO;DEGAS;TESSUTO
88000804;88000804;GRIGIO BLU;DEGAS;TESSUTO
88000901;88000901;TORTORA SCURO;RENOIR;TESSUTO
88000902;88000902;TORTORA CHIARO;RENOIR;TESSUTO
88000903;88000903;MARRONE DORATO;RENOIR;TESSUTO
88000904;88000904;GRIGIO BLU;RENOIR;TESSUTO
88000905;88000905;AVORIO;RENOIR;TESSUTO
88001001;88001001;TORTORA SCURO;MONET;TESSUTO
88001002;88001002;TORTORA CHIARO;MONET;TESSUTO
88001003;88001003;MARRONE DORATO;MONET;TESSUTO
88001004;88001004;GRIGIO BLU;MONET;TESSUTO
88001005;88001005;AVORIO;MONET;TESSUTO
88001101;88001101;TORTORA;MILLER;TESSUTO
88001201;88001201;GIALLO LIME;PRAGA;TESSUTO
88001202;88001202;RUGGINE ARANCIO;PRAGA;TESSUTO
88001203;88001203;FUCSIA;PRAGA;TESSUTO
88001204;88001204;BLU PACIFICO;PRAGA;TESSUTO
88001205;88001205;MARRONE;PRAGA;TESSUTO
88001301;88001301;VERDE OLIVA;TIRELLI;TESSUTO
88001302;88001302;MARRONE;TIRELLI;TESSUTO
88001303;88001303;SABBIA;TIRELLI;TESSUTO
88001304;88001304;TURCHESE;TIRELLI;TESSUTO
88001305;88001305;PORPORA;TIRELLI;TESSUTO
88001306;88001306;EBANO;TIRELLI;TESSUTO
88001401;88001401;ORO;SMITH;TESSUTO
88001402;88001402;FERRO;SMITH;TESSUTO
88001403;88001403;BRONZO;SMITH;TESSUTO
88001404;88001404;PLATINO;SMITH;TESSUTO
88001501;88001501;ORO;LONDON;TESSUTO
88001502;88001502;VERDE;LONDON;TESSUTO
88001503;88001503;FERRO;LONDON;TESSUTO
88001504;88001504;ORO SCURO;LONDON;TESSUTO
88001601;88001601;BIANCO;TURANDOT;TESSUTO
88001602;88001602;MARRONE SCURO;TURANDOT;TESSUTO
88001603;88001603;NERO;TURANDOT;TESSUTO
88001701;88001701;BIANCO;PUCCINI;TESSUTO
88001702;88001702;MARRONE SCURO;PUCCINI;TESSUTO
88001703;88001703;NERO;PUCCINI;TESSUTO
88001801;88001801;SESAMO;GOLDONI;TESSUTO
88001802;88001802;GIALLO GIRASOLE;GOLDONI;TESSUTO
88001803;88001803;GRIGIO PERLA;GOLDONI;TESSUTO
88001804;88001804;ROSSO CARDINALE;GOLDONI;TESSUTO
88001805;88001805;TORTORA SCURO;GOLDONI;TESSUTO
88001806;88001806;MARRONE GIANDUIA;GOLDONI;TESSUTO
88001807;88001807;NERO;GOLDONI;TESSUTO
88001901;88001901;BEIGE;BOND;TESSUTO
88001902;88001902;TORTORA;BOND;TESSUTO
88001903;88001903;TORTORA SCURO;BOND;TESSUTO
88001904;88001904;ROSSO RUBINO;BOND;TESSUTO
88001905;88001905;GRIGIO BLU;BOND;TESSUTO
88001906;88001906;CAFFÈ NERO;BOND;TESSUTO
88002001;88002001;ECRÙ;FARNESE;TESSUTO
88002101;88002101;BRONZO;COLONNA;TESSUTO
88002201;88002201;MARRONE;BORGIA;TESSUTO
88002202;88002202;NERO;BORGIA;TESSUTO
88002301;88002301;ECRÙ;PITTI;TESSUTO
88002302;88002302;BRONZO;PITTI;TESSUTO
88002401;88002401;ECRÙ;MIRO';TESSUTO
88002402;88002402;NERO;MIRO';TESSUTO
88002501;88002501;NERO;CEZANNE;TESSUTO
88002604;88002604;PLATINO;GONDI;TESSUTO
88002801;88002801;GRIGIO;BORGHESE;TESSUTO
88002802;88002802;BEIGE;BORGHESE;TESSUTO
88002901;88002901;GRIGIO;PANFILI;TESSUTO
88002902;88002902;BEIGE;PANFILI;TESSUTO
88003001;88003001;GRIGIO;CHIGI;TESSUTO
88003002;88003002;BEIGE;CHIGI;TESSUTO
88003101;88003101;BEIGE;BORBONE;TESSUTO
88003102;88003102;TORTORA CHIARO;BORBONE;TESSUTO
88003103;88003103;TORTORA SCURO;BORBONE;TESSUTO
88003104;88003104;ROSSO RUBINO;BORBONE;TESSUTO
88003105;88003105;GRIGIO BLU;BORBONE;TESSUTO
88003106;88003106;CAFFÈ;BORBONE;TESSUTO
88003201;88003201;CORDA;ASBURGO;TESSUTO
88003301;88003301;CORDA;MADAMA;TESSUTO
88003401;88003401;GRIGIO;PICASSO;TESSUTO
88003402;88003402;BEIGE;PICASSO;TESSUTO
88003403;88003403;BRONZO;PICASSO;TESSUTO
88003404;88003404;BORDEAUX;PICASSO;TESSUTO
88003501;88003501;TORTORA;VERUSCHKA;TESSUTO
88003502;88003502;ARANCIO;VERUSCHKA;TESSUTO
88003503;88003503;MARRONE;VERUSCHKA;TESSUTO
88003601;88003601;VANIGLIA;CASTELLANI;TESSUTO
88003602;88003602;BEIGE;CASTELLANI;TESSUTO
88003603;88003603;CORDA;CASTELLANI;TESSUTO
88003604;88003604;MARRONE;CASTELLANI;TESSUTO
88003605;88003605;BIANCO;CASTELLANI;TESSUTO
88003606;88003606;GRIGIO CHIARO;CASTELLANI;TESSUTO
88003701;88003701;VERDE MARE;MIRAGE;TESSUTO
88003702;88003702;BLU MARE;MIRAGE;TESSUTO
88003703;88003703;GRIGIO;MIRAGE;TESSUTO
88003801;88003801;TORTORA;MORESCO;TESSUTO
88003802;88003802;GRIGIO;MORESCO;TESSUTO
88003901;88003901;BIANCO;LILIUM;TESSUTO
88003902;88003902;NERO;LILIUM;TESSUTO
88004001;88004001;CELESTE POLVERE;Dama;TESSUTO
88004002;88004002;TORTORA;Dama;TESSUTO
88004003;88004003;MARRONE VIOLACEO;Dama;TESSUTO
88004101;88004101;GRIGIO CH. CALDO;RETRò;TESSUTO
88004102;88004102;BEIGE;RETRò;TESSUTO
88004103;88004103;FANGO;RETRò;TESSUTO
88004104;88004104;GRIGIO SC. CALDO;RETRò;TESSUTO
88004105;88004105;GREIGE C.MX BRONZO;RETRò;TESSUTO
88004201;88004201;AVORIO;ARIETE;TESSUTO
88004202;88004202;TORTORA CHIARO;ARIETE;TESSUTO
88004203;88004203;GRIGIO SCURO;ARIETE;TESSUTO
88004204;88004204;BEIGE CALDO;ARIETE;TESSUTO
88004205;88004205;TORTORA SCURO;ARIETE;TESSUTO
88004401;88004401;AVORIO;AVIGNONE;TESSUTO
88004501;88004501;GRIGIO CHIARO;ASTERISCO;TESSUTO
88004502;88004502;BRONZO;ASTERISCO;TESSUTO
88004503;88004503;GRIGIO VINO;ASTERISCO;TESSUTO
88004504;88004504;OTTANIO BROWN;ASTERISCO;TESSUTO
88004601;88004601;NATURALE;ARABESCO;TESSUTO
88004602;88004602;MUSCHIO;ARABESCO;TESSUTO
88004603;88004603;TORTORA;ARABESCO;TESSUTO
88004604;88004604;MARRONE SCURO;ARABESCO;TESSUTO
88004605;88004605;MARRONE BLU;ARABESCO;TESSUTO
88004701;88004701;CORDA CHIARO;IGLESIAS;TESSUTO
88004702;88004702;TORTORA;IGLESIAS;TESSUTO
88004703;88004703;ANTRACITE;IGLESIAS;TESSUTO
88004704;88004704;SENAPE;IGLESIAS;TESSUTO
88004705;88004705;ROSSO;IGLESIAS;TESSUTO
88004706;88004706;NAVY;IGLESIAS;TESSUTO
88004707;88004707;NERO;IGLESIAS;TESSUTO
88004801;88004801;BEIGE;FIORENTINO;TESSUTO
88004802;88004802;GRIGIO CHIARO;FIORENTINO;TESSUTO
88004803;88004803;TORTORA;FIORENTINO;TESSUTO
88004804;88004804;GRIGIO SCURO;FIORENTINO;TESSUTO
88004901;88004901;BEIGE;PERUGIA;TESSUTO
88004902;88004902;CELESTE POLVERE;PERUGIA;TESSUTO
88004903;88004903;GRIGIO SCURO;PERUGIA;TESSUTO
88004904;88004904;TORTORA;PERUGIA;TESSUTO
88005101;88005101;BIANCO CALDO;LONGOBARDI;TESSUTO
88005102;88005102;GRI.CH.CALDO;LONGOBARDI;TESSUTO
88005103;88005103;GRI.CH.FREDDO;LONGOBARDI;TESSUTO
88005104;88005104;VERDE MX.GRI.;LONGOBARDI;TESSUTO
88005105;88005105;NERO;LONGOBARDI;TESSUTO
88005201;88005201;BIANCO CALDO;DELFINO;TESSUTO
88005202;88005202;BEIGE CH MX GIALLA;DELFINO;TESSUTO
88005203;88005203;GRIGIO CH.CALDO;DELFINO;TESSUTO
88005204;88005204;GREIGE S.MX BRONZO;DELFINO;TESSUTO
88005205;88005205;GREIGE C.MX GRIGIA;DELFINO;TESSUTO
88005301;88005301;GRIG MX VERDE;PEGASO;TESSUTO
88005302;88005302;VERDE MUSCHIO;PEGASO;TESSUTO
88005303;88005303;ROSSO MX MATTONE;PEGASO;TESSUTO
88005304;88005304;MARRONE;PEGASO;TESSUTO
88005305;88005305;GRIG SC CALDO;PEGASO;TESSUTO
88005401;88005401;GRIGIO CH. CALDO;MANOPESCA;MICROFIBRA
88005402;88005402;BEIGE CH MX ROSA;MANOPESCA;MICROFIBRA
88005403;88005403;GREIGE C.MX GRIGIA;MANOPESCA;MICROFIBRA
88005404;88005404;GREIGE S.MX GRIGIA;MANOPESCA;MICROFIBRA
88005405;88005405;BEIG MX CAMEL;MANOPESCA;MICROFIBRA
88005406;88005406;GREIG SC MX RS;MANOPESCA;MICROFIBRA
88005407;88005407;BLU JEANS;MANOPESCA;MICROFIBRA
88005408;88005408;GREIGE S.MX GRIGIA;MANOPESCA;MICROFIBRA
88005409;88005409;TAUPE CALDO;MANOPESCA;MICROFIBRA
88005410;88005410;CUOIO CH.MX GIALLA;MANOPESCA;MICROFIBRA
88005501;88005501;GRIGIO CH. CALDO;SOFTECH;MICROFIBRA
88005502;88005502;BEIGE CHI. MX ROSA;SOFTECH;MICROFIBRA
88005503;88005503;GREIGE CH.MX GRIG.;SOFTECH;MICROFIBRA
88005504;88005504;GRIGIO MEDIO;SOFTECH;MICROFIBRA
88005505;88005505;CUOIO CH.MX CAMMEL;SOFTECH;MICROFIBRA
88005506;88005506;BLU JEANS;SOFTECH;MICROFIBRA
88005601;88005601;GIALL-ARANC.-VERD.;CONDOTTI;TESSUTO
88005602;88005602;BLU ROSA VIOLA;CONDOTTI;TESSUTO
88005603;88005603;GRIGIO;CONDOTTI;TESSUTO
88005701;88005701;MULTICOLOR;FARINI;TESSUTO
88005702;88005702;BEIGE MX CAMMELLO;FARINI;TESSUTO
88005703;88005703;BEIGE CH.MX GIALLA;FARINI;TESSUTO
88005801;88005801;GRIGIO CH. FREDDO;ORTIGIA;TESSUTO
88005802;88005802;GRIGIO MEDIO;ORTIGIA;TESSUTO
88005803;88005803;GIALLO;ORTIGIA;TESSUTO
88005804;88005804;GREIGE S.MX BRONZO;ORTIGIA;TESSUTO
88005805;88005805;ARANCIO MX MATTONE;ORTIGIA;TESSUTO
88005806;88005806;MARRONE SC. FREDDO;ORTIGIA;TESSUTO
88005901;88005901;BIANCO CALDO;SORRENTO;TESSUTO
88005902;88005902;VERDE MX GIALLA;SORRENTO;TESSUTO
88005903;88005903;GRIGIO CH.FREDDO;SORRENTO;TESSUTO
88005904;88005904;CELESTE;SORRENTO;TESSUTO
88005905;88005905;ARANCIO;SORRENTO;TESSUTO
88006001;88006001;BEIGE CH.MX.GIALLA;STRESA;TESSUTO
88006002;88006002;MARRONE MX GRIGIA;STRESA;TESSUTO
88006003;88006003;NERO;STRESA;TESSUTO
88006004;88006004;VERDE MX GRIGIA;STRESA;TESSUTO
88006005;88006005;VERDE MX BLU;STRESA;TESSUTO
88008801;88008801;BIANCO CALDO;TORTONA;TESSUTO
88008802;88008802;VERDE MX GRIGIA;TORTONA;TESSUTO
88008803;88008803;GREIGE CH.MX VERDE;TORTONA;TESSUTO
88008804;88008804;BIANCO FREDDO;TORTONA;TESSUTO
88008805;88008805;GREIGE CHIARO;TORTONA;TESSUTO
88008806;88008806;BORDEAUX;TORTONA;TESSUTO
88008807;88008807;NERO;TORTONA;TESSUTO
88008901;88008901;BIANCO CALDO;VISCONTI;TESSUTO
88008903;88008903;BEIGE SC.MX GIALLA;VISCONTI;TESSUTO
88008904;88008904;GRIGIO CH. CALDO;VISCONTI;TESSUTO
88008905;88008905;BEIGE CH.MX GIALLA;VISCONTI;TESSUTO
88008906;88008906;ROSSO;VISCONTI;TESSUTO
88009001;88009001;GREIGE CHIARO;SETTECOLLI;TESSUTO
88009002;88009002;BEIGE SC.MX ROSA;SETTECOLLI;TESSUTO
88009003;88009003;TAUPE CALDO;SETTECOLLI;TESSUTO
88009004;88009004;GRIGIO SC. CALDO;SETTECOLLI;TESSUTO
88009005;88009005;VERDE MX GRIGIA;SETTECOLLI;TESSUTO
88009101;88009101;BIANCO CALDO;TRASTEVERE;TESSUTO
88009102;88009102;GIALLO;TRASTEVERE;TESSUTO
88009103;88009103;VERDE CH.M.CELESTE;TRASTEVERE;TESSUTO
88009104;88009104;BLU SCURO;TRASTEVERE;TESSUTO
88009201;88009201;GREIGE CHIARO;MONTEMARIO;TESSUTO
88009202;88009202;BEIGE MX CAMMELLO;MONTEMARIO;TESSUTO
88200101;88200101;ECRU;PETRARCA;TESSUTO
88200102;88200102;CORDA;PETRARCA;TESSUTO
88200103;88200103;BISCOTTO;PETRARCA;TESSUTO
88200104;88200104;TABACCO;PETRARCA;TESSUTO
88200105;88200105;NERO;PETRARCA;TESSUTO
88200201;88200201;ECRU;MANZONI;TESSUTO
88200202;88200202;CORDA;MANZONI;TESSUTO
88200203;88200203;BISCOTTO;MANZONI;TESSUTO
88200204;88200204;TABACCO;MANZONI;TESSUTO
88200205;88200205;NERO;MANZONI;TESSUTO
88200401;88200401;NOCCIOLA;REMBRANDT;TESSUTO
88200402;88200402;RUBINO;REMBRANDT;TESSUTO
88200403;88200403;MOGANO;REMBRANDT;TESSUTO
88200701;88200701;TORTORA SCURO;INGRES;TESSUTO
88200702;88200702;CENERE DI LEGNA;INGRES;TESSUTO
88200703;88200703;MARRONE;INGRES;TESSUTO
88200704;88200704;INDACO;INGRES;TESSUTO
88200705;88200705;AVORIO;INGRES;TESSUTO
88200901;88200901;TORTORA SCURO;RENOIR;TESSUTO
88200902;88200902;TORTORA CHIARO;RENOIR;TESSUTO
88200903;88200903;MARRONE DORATO;RENOIR;TESSUTO
88200904;88200904;GRIGIO BLU;RENOIR;TESSUTO
88200905;88200905;AVORIO;RENOIR;TESSUTO
88201001;88201001;TORTORA SCURO;MONET;TESSUTO
88201002;88201002;TORTORA CHIARO;MONET;TESSUTO
88201003;88201003;MARRONE DORATO;MONET;TESSUTO
88201004;88201004;GRIGIO BLU;MONET;TESSUTO
88201005;88201005;AVORIO;MONET;TESSUTO
88201501;88201501;ORO;LONDON;TESSUTO
88201502;88201502;VERDE;LONDON;TESSUTO
88201503;88201503;FERRO;LONDON;TESSUTO
88201504;88201504;ORO SCURO;LONDON;TESSUTO
88201601;88201601;BIANCO;TURANDOT;TESSUTO
88201602;88201602;MARRONE SCURO;TURANDOT;TESSUTO
88201603;88201603;NERO;TURANDOT;TESSUTO
88201701;88201701;BIANCO;PUCCINI;TESSUTO
88201702;88201702;MARRONE SCURO;PUCCINI;TESSUTO
88201703;88201703;NERO;PUCCINI;TESSUTO
88201901;88201901;BEIGE;BOND;TESSUTO
88201902;88201902;TORTORA;BOND;TESSUTO
88201903;88201903;TORTORA SCURO;BOND;TESSUTO
88201904;88201904;ROSSO RUBINO;BOND;TESSUTO
88201905;88201905;GRIGIO BLU;BOND;TESSUTO
88201906;88201906;CAFFÈ NERO;BOND;TESSUTO
88202401;88202401;ECRÙ;MIRO';TESSUTO
88202402;88202402;NERO;MIRO';TESSUTO
88203101;88203101;BEIGE;BORBONE;TESSUTO
88203102;88203102;TORTORA CHIARO;BORBONE;TESSUTO
88203103;88203103;TORTORA SCURO;BORBONE;TESSUTO
88203104;88203104;ROSSO RUBINO;BORBONE;TESSUTO
88203105;88203105;GRIGIO BLU;BORBONE;TESSUTO
88203106;88203106;CAFFÈ;BORBONE;TESSUTO
88203401;88203401;GRIGIO;PICASSO;TESSUTO
88203402;88203402;BEIGE;PICASSO;TESSUTO
88203403;88203403;BRONZO;PICASSO;TESSUTO
88203404;88203404;BORDEAUX;PICASSO;TESSUTO
88203601;88203601;VANIGLIA;CASTELLANI;TESSUTO
88203602;88203602;BEIGE;CASTELLANI;TESSUTO
88203603;88203603;CORDA;CASTELLANI;TESSUTO
88203604;88203604;MARRONE;CASTELLANI;TESSUTO
88203605;88203605;BIANCO;CASTELLANI;TESSUTO
88203606;88203606;GRIGIO CHIARO;CASTELLANI;TESSUTO
88203701;88203701;VERDE MARE;MIRAGE;TESSUTO
88203702;88203702;BLU MARE;MIRAGE;TESSUTO
88203703;88203703;GRIGIO;MIRAGE;TESSUTO
88204101;88204101;GRIGIO CH. CALDO;RETRò;TESSUTO
88204102;88204102;BEIGE;RETRò;TESSUTO
88204103;88204103;FANGO;RETRò;TESSUTO
88204104;88204104;GRIGIO SC. CALDO;RETRò;TESSUTO
88204105;88204105;GREIGE C.MX BRONZO;RETRò;TESSUTO
88204201;88204201;AVORIO;ARIETE;TESSUTO
88204202;88204202;TORTORA CHIARO;ARIETE;TESSUTO
88204203;88204203;GRIGIO SCURO;ARIETE;TESSUTO
88204204;88204204;BEIGE CALDO;ARIETE;TESSUTO
88204205;88204205;TORTORA SCURO;ARIETE;TESSUTO
88205201;88205201;BIANCO CALDO;DELFINO;TESSUTO
88205202;88205202;BEIGE CH MX GIALLA;DELFINO;TESSUTO
88205203;88205203;GRIGIO CH CALDO;DELFINO;TESSUTO
88205204;88205204;GREIGE S.MX BRONZO;DELFINO;TESSUTO
88205205;88205205;GREIGE C.MX GRIGIA;DELFINO;TESSUTO
88205401;88205401;GRIGIO CH. CALDO;MANOPESCA;MICROFIBRA
88205402;88205402;BEIGE CH MX ROSA;MANOPESCA;MICROFIBRA
88205403;88205403;GREIGE C.MX GRIGIA;MANOPESCA;MICROFIBRA
88205404;88205404;GREIGE S.MX GRIGIA;MANOPESCA;MICROFIBRA
88205405;88205405;BEIG MX CAMEL;MANOPESCA;MICROFIBRA
88205406;88205406;GREIG SC MX RS;MANOPESCA;MICROFIBRA
88205407;88205407;BLU JEANS;MANOPESCA;MICROFIBRA
88205408;88205408;GREIGE S.MX GRIGIA;MANOPESCA;MICROFIBRA
88205409;88205409;TAUPE CALDO;MANOPESCA;MICROFIBRA
88205410;88205410;CUOIO CH.MX GIALLA;MANOPESCA;MICROFIBRA
88205501;88205501;GRIGIO CH. CALDO;SOFTECH;MICROFIBRA
88205502;88205502;BEIGE CHI. MX ROSA;SOFTECH;MICROFIBRA
88205503;88205503;GREIGE CH.MX GRIG.;SOFTECH;MICROFIBRA
88205504;88205504;GRIGIO MEDIO;SOFTECH;MICROFIBRA
88205505;88205505;CUOIO CH.MX CAMMEL;SOFTECH;MICROFIBRA
88205506;88205506;BLU JEANS;SOFTECH;MICROFIBRA
88205601;88205601;GIALL-ARANC.-VERD.;CONDOTTI;TESSUTO
88205602;88205602;BLU ROSA VIOLA;CONDOTTI;TESSUTO
88205603;88205603;GRIGIO;CONDOTTI;TESSUTO
88205701;88205701;MULTICOLOR;FARINI;TESSUTO
88205702;88205702;BEIGE MX CAMMELLO;FARINI;TESSUTO
88205703;88205703;BEIGE CH.MX GIALLA;FARINI;TESSUTO
88205801;88205801;GRIGIO CH. FREDDO;ORTIGIA;TESSUTO
88205802;88205802;GRIGIO MEDIO;ORTIGIA;TESSUTO
88205803;88205803;GIALLO;ORTIGIA;TESSUTO
88205804;88205804;GREIGE S.MX BRONZO;ORTIGIA;TESSUTO
88205805;88205805;ARANCIO MX MATTONE;ORTIGIA;TESSUTO
88205806;88205806;MARRONE SC. FREDDO;ORTIGIA;TESSUTO
88206001;88206001;BEIGE CH.MX.GIALLA;STRESA;TESSUTO
88206002;88206002;MARRONE MX GRIGIA;STRESA;TESSUTO
88206003;88206003;NERO;STRESA;TESSUTO
88206005;88206005;VERDE MX BLU;STRESA;TESSUTO
88208801;88208801;BIANCO CALDO;TORTONA;TESSUTO
88208802;88208802;VERDE MX GRIGIA;TORTONA;TESSUTO
88208803;88208803;GREIGE CH.MX VERDE;TORTONA;TESSUTO
88208804;88208804;BIANCO FREDDO;TORTONA;TESSUTO
88208805;88208805;GREIGE CHIARO;TORTONA;TESSUTO
88208806;88208806;BORDEAUX;TORTONA;TESSUTO
88208807;88208807;NERO;TORTONA;TESSUTO
94000604;94000604;FC_GREEN;COUNTRY;TESSUTO
99000000;99000000;ALTRI;NA;MICROFIBRA
99000102;99000102;SABBIA;ELORA (old);MICROFIBRA
99000103;99000103;GIALLO CALENDULA;ELORA (old);MICROFIBRA
99000107;99000107;ROSSO VINO;ELORA (old);MICROFIBRA
99000108;99000108;CAMOSCIO;ELORA (old);MICROFIBRA
99000111;99000111;VERDE FORESTA;ELORA (old);MICROFIBRA
99000114;99000114;BLU COBALTO;ELORA (old);MICROFIBRA
99000115;99000115;BLU INDACO;ELORA (old);MICROFIBRA
99000118;99000118;NOCE;ELORA (old);MICROFIBRA
99000120;99000120;FC_GREEN;ELORA (old);MICROFIBRA
99000122;99000122;SENAPE;ELORA (old);MICROFIBRA
99000123;99000123;TORTORA;ELORA (old);MICROFIBRA
99000124;99000124;MARRONE SCURO;ELORA (old);MICROFIBRA
99000126;99000126;AVORIO;ELORA (old);MICROFIBRA
99000128;99000128;VERDE ACQUA;ELORA (old);MICROFIBRA
99000202;99000202;MUSCHIO;QUASIMODO;TESSUTO
99000203;99000203;VERDE SOTTOBOSCO;QUASIMODO;TESSUTO
99000204;99000204;VERDE AMBRATO;QUASIMODO;TESSUTO
99000206;99000206;AVION;QUASIMODO;TESSUTO
99000208;99000208;TESTA DI MORO;QUASIMODO;TESSUTO
99000209;99000209;NERO;QUASIMODO;TESSUTO
99000301;99000301;AVORIO;ALFIERI;TESSUTO
