Codice1;Codice2;Colore;Collezione;Materiale
85005506;85005506;BLU SCURO;VELUDO;TESSUTO
85005507;85005507;MARRONE SCU.FREDDO;VELUDO;TESSUTO
85005601;85005601;GRIGIO CH.CALDO;CASTIGLIONE;TESSUTO
85005602;85005602;BEIGE CH.MX ROSA;CASTIGLIONE;TESSUTO
85005603;85005603;VERDE SCURO;CASTIGLIONE;TESSUTO
85005604;85005604;BLU SCURO;CASTIGLIONE;TESSUTO
85005605;85005605;GREIGE S.MX BRONZO;CASTIGLIONE;TESSUTO
85005606;85005606;GREIGE C.MX GRIGIA;CASTIGLIONE;TESSUTO
85005701;85005701;GRIGIO CH. FREDDO;VULCANO;TESSUTO
85005702;85005702;NERO;VULCANO;TESSUTO
85005703;85005703;GIALLO MX LIME;VULCANO;TESSUTO
85005704;85005704;ARANCIO;VULCANO;TESSUTO
85005705;85005705;GREYSH DARK GREIGE;VULCANO;TESSUTO
85005801;85005801;COLD WHITE;ATLANTE;TESSUTO
85005802;85005802;ROSY LIGHT BEIGE;ATLANTE;TESSUTO
85005803;85005803;MEDIUM GREY;ATLANTE;TESSUTO
85005804;85005804;DARK BLUE;ATLANTE;TESSUTO
85005901;85005901;GIALLO MX LIME;BOREA;TESSUTO
85005902;85005902;GRIGIO CH. FREDDO;BOREA;TESSUTO
85005903;85005903;MARRONE MX RAME;BOREA;TESSUTO
85005904;85005904;GREIGE C.MX BRONZO;BOREA;TESSUTO
85005905;85005905;BLU JEANS;BOREA;TESSUTO
85006001;85006001;MULTICOLOR;ERA;TESSUTO
85006002;85006002;MULTICOLOR;ERA;TESSUTO
85006003;85006003;MULTICOLOR;ERA;TESSUTO
85006004;85006004;MULTICOLOR;ERA;TESSUTO
85006101;85006101;MULTICOLOR;NIKE;TESSUTO
85006102;85006102;MULTICOLOR;NIKE;TESSUTO
85006103;85006103;MULTICOLOR;NIKE;TESSUTO
85006104;85006104;MULTICOLOR;NIKE;TESSUTO
85006201;85006201;BIANCO OTTICO;COSTIERA;TESSUTO
85006202;85006202;BEIGE MELAN.GRIGIO;COSTIERA;TESSUTO
85006203;85006203;GRIGIO CH. FREDDO;COSTIERA;TESSUTO
85006204;85006204;GRIGIO SC. FREDDO;COSTIERA;TESSUTO
85006205;85006205;MARRONE SC. FREDDO;COSTIERA;TESSUTO
85200501;85200501;SABBIA;INTRECCIO;TESSUTO
85200504;85200504;BLU;INTRECCIO;TESSUTO
85200505;85200505;NOCCIOLA;INTRECCIO;TESSUTO
85200506;85200506;CEDRO;INTRECCIO;TESSUTO
85200507;85200507;GRIGIO;INTRECCIO;TESSUTO
85200508;85200508;HENNE;INTRECCIO;TESSUTO
85201101;85201101;PERLA;MONTALE;TESSUTO
85201102;85201102;ORO;MONTALE;TESSUTO
85201103;85201103;MUSCHIO;MONTALE;TESSUTO
85201104;85201104;CORALLO;MONTALE;TESSUTO
85201105;85201105;ROSSO;MONTALE;TESSUTO
85201106;85201106;VINACCIA;MONTALE;TESSUTO
85201107;85201107;GRIGIO;MONTALE;TESSUTO
85201108;85201108;AVION;MONTALE;TESSUTO
85201109;85201109;CASTAGNA;MONTALE;TESSUTO
85201110;85201110;NERO;MONTALE;TESSUTO
85201111;85201111;CORDA;MONTALE;TESSUTO
85201112;85201112;ROSA;MONTALE;TESSUTO
85201501;85201501;CORALLO;MISTRAL;TESSUTO
85201502;85201502;LILLA;MISTRAL;TESSUTO
85201503;85201503;ARANCIO;MISTRAL;TESSUTO
85201504;85201504;VERDE;MISTRAL;TESSUTO
85202001;85202001;TORTORA SCURO;TUDOR;TESSUTO
85202002;85202002;TORTORA;TUDOR;TESSUTO
85202003;85202003;MARRONE;TUDOR;TESSUTO
85202004;85202004;BEIGE;TUDOR;TESSUTO
85202101;85202101;BEIGE SAHARA;ROMEO;TESSUTO
85202102;85202102;GRIGIO;ROMEO;TESSUTO
85202103;85202103;BRONZO;ROMEO;TESSUTO
85202104;85202104;MARRONE;ROMEO;TESSUTO
85202201;85202201;BEIGE SAHARA;JULIET;TESSUTO
85202202;85202202;GRIGIO;JULIET;TESSUTO
85202203;85202203;BRONZO;JULIET;TESSUTO
85202204;85202204;MARRONE;JULIET;TESSUTO
85202301;85202301;AVORIO;GIOTTO;TESSUTO
85202302;85202302;TORTORA CHIARO;GIOTTO;TESSUTO
85202303;85202303;BRUNO ECRÙ;GIOTTO;TESSUTO
85202304;85202304;VERDE MILITARE;GIOTTO;TESSUTO
85202305;85202305;ROSSO LAMPONE;GIOTTO;TESSUTO
85202306;85202306;MARRONE BRONZATO;GIOTTO;TESSUTO
85202307;85202307;MARRONE;GIOTTO;TESSUTO
85202308;85202308;MARRONE SCURO;GIOTTO;TESSUTO
85202401;85202401;GRIGIO;WINDSOR;TESSUTO
85202403;85202403;CAMMELLO;WINDSOR;TESSUTO
85202404;85202404;BEIGE;WINDSOR;TESSUTO
85202601;85202601;BIANCO SPORCO;SANTORINI;TESSUTO
85202801;85202801;BIANCO;STUART;TESSUTO
85202802;85202802;AVORIO;STUART;TESSUTO
85202803;85202803;TORTORA SCURO;STUART;TESSUTO
85202804;85202804;TORTORA ROSATO;STUART;TESSUTO
85202805;85202805;MARRONE;STUART;TESSUTO
85203702;85203702;CORDA;NATURAL SACK;TESSUTO
85203801;85203801;AVORIO;NATURAL FIELD;TESSUTO
85203802;85203802;CORDA;NATURAL FIELD;TESSUTO
85203803;85203803;MELANGE MARRONE;NATURAL FIELD;TESSUTO
85203804;85203804;MARRONE;NATURAL FIELD;TESSUTO
85203901;85203901;AVORIO;NATURAL GRAIN;TESSUTO
85203902;85203902;CORDA;NATURAL GRAIN;TESSUTO
85203903;85203903;MARRONE;NATURAL GRAIN;TESSUTO
85204001;85204001;CORALLO;SERENISSIMA;TESSUTO
85204002;85204002;CORDA;SERENISSIMA;TESSUTO
85204003;85204003;TORTORA;SERENISSIMA;TESSUTO
85204004;85204004;BORDEAUX;SERENISSIMA;TESSUTO
85204005;85204005;GRIGIO CHIARO;SERENISSIMA;TESSUTO
85204301;85204301;BIANCO;PALIO;TESSUTO
85204302;85204302;GRIGIO PERLA;PALIO;TESSUTO
85204303;85204303;CHAMPAGNE;PALIO;TESSUTO
85204304;85204304;TORTORA BRONZO;PALIO;TESSUTO
85204701;85204701;GRIG CH CALDO;GEMELLI;TESSUTO
85204702;85204702;GREIGE SC MX BRO;GEMELLI;TESSUTO
85204703;85204703;BEI SC MX RS;GEMELLI;TESSUTO
85205101;85205101;GRIGIO CH FREDDO;VENUS;TESSUTO
85205102;85205102;GREIGE C.MX BRONZO;VENUS;TESSUTO
85205103;85205103;GREIGE S.MX BRONZO;VENUS;TESSUTO
85205104;85205104;GRIGIO SCURO CALDO;VENUS;TESSUTO
85205105;85205105;VERDE BOSCO;VENUS;TESSUTO
85205106;85205106;BLU SCURO;VENUS;TESSUTO
85205107;85205107;MARRONE;VENUS;TESSUTO
85205108;85205108;VERDE MUSCHIO;VENUS;TESSUTO
85205109;85205109;ROSSO MX MATTONE;VENUS;TESSUTO
85205110;85205110;BLU OTTANIO;VENUS;TESSUTO
85205111;85205111;VERDE C.MX CELESTE;VENUS;TESSUTO
85205112;85205112;VERDE MX GRIGIA;VENUS;TESSUTO
85205113;85205113;ROSA MX GRIGIA;VENUS;TESSUTO
85205114;85205114;ROSA MEDIO;VENUS;TESSUTO
85205401;85205401;BEIGE CH.MX GRIGIA;ERMES;TESSUTO
85205402;85205402;LILLA MX GRIGIO;ERMES;TESSUTO
85205403;85205403;ROSA MX GRIGIA;ERMES;TESSUTO
85205404;85205404;GRIGIO MX VERDE;ERMES;TESSUTO
85205405;85205405;CELESTE MX GRIGIA;ERMES;TESSUTO
85205406;85205406;GRIGIO MEDIO;ERMES;TESSUTO
85205407;85205407;GRIGIO SCU.FREDDO;ERMES;TESSUTO
85205701;85205701;GRIGIO CH. FREDDO;VULCANO;TESSUTO
85205702;85205702;NERO;VULCANO;TESSUTO
85205703;85205703;GIALLO MX LIME;VULCANO;TESSUTO
85205704;85205704;ARANCIO;VULCANO;TESSUTO
85205705;85205705;GREYSH DARK GREIGE;VULCANO;TESSUTO
85205801;85205801;COLD WHITE;ATLANTE;TESSUTO
85205802;85205802;ROSY LIGHT BEIGE;ATLANTE;TESSUTO
85205803;85205803;MEDIUM GREY;ATLANTE;TESSUTO
85205804;85205804;DARK BLUE;ATLANTE;TESSUTO
85205901;85205901;GIALLO MX LIME;BOREA;TESSUTO
85205902;85205902;GRIGIO CH. FREDDO;BOREA;TESSUTO
85205903;85205903;MARRONE MX RAME;BOREA;TESSUTO
85205904;85205904;GREIGE C.MX BRONZO;BOREA;TESSUTO
85205905;85205905;BLU JEANS;BOREA;TESSUTO
85206201;85206201;BIANCO OTTICO;COSTIERA;TESSUTO
85206202;85206202;BEIGE MELAN.GRIGIO;COSTIERA;TESSUTO
85206203;85206203;GRIGIO CH. FREDDO;COSTIERA;TESSUTO
85206204;85206204;GRIGIO SC. FREDDO;COSTIERA;TESSUTO
85206205;85206205;MARRONE SC. FREDDO;COSTIERA;TESSUTO
86000000;86000000;GENERICO;NA;TESSUTO
86000101;86000101;AVORIO;PASCOLI;TESSUTO
86000102;86000102;FIENO;PASCOLI;TESSUTO
86000103;86000103;HAVANA;PASCOLI;TESSUTO
86000104;86000104;LAVANDA;PASCOLI;TESSUTO
86000105;86000105;COTTO;PASCOLI;TESSUTO
86000106;86000106;INDACO;PASCOLI;TESSUTO
86000107;86000107;NOCE;PASCOLI;TESSUTO
86000201;86000201;AVORIO;FOSCOLO;TESSUTO
86000203;86000203;HAVANA;FOSCOLO;TESSUTO
86000204;86000204;LAVANDA;FOSCOLO;TESSUTO
86000206;86000206;INDACO;FOSCOLO;TESSUTO
86000207;86000207;NOCE;FOSCOLO;TESSUTO
86000303;86000303;ACQUAMARINA;CARDUCCI;TESSUTO
86000304;86000304;MUSCHIO;CARDUCCI;TESSUTO
86000307;86000307;GRAFITE;CARDUCCI;TESSUTO
86000401;86000401;CURRY;VIRGILIO;TESSUTO
86000402;86000402;CHILI;VIRGILIO;TESSUTO
86000403;86000403;ARGENTO;VIRGILIO;TESSUTO
86000501;86000501;ECRU;LEOPARDI;TESSUTO
86000502;86000502;VERDE;LEOPARDI;TESSUTO
86000503;86000503;GIALLO;LEOPARDI;TESSUTO
86000504;86000504;NOCCIOLA;LEOPARDI;TESSUTO
86000505;86000505;CELESTE;LEOPARDI;TESSUTO
86000506;86000506;NERO;LEOPARDI;TESSUTO
86000601;86000601;BEIGE;TASSO;TESSUTO
86000602;86000602;NOCCIOLA;TASSO;TESSUTO
86000603;86000603;TERRACOTTA;TASSO;TESSUTO
86000604;86000604;GRIGIO;TASSO;TESSUTO
86000605;86000605;BLU;TASSO;TESSUTO
86000606;86000606;RUGGINE;TASSO;TESSUTO
86000607;86000607;BIANCO&GRIGIO;TASSO;TESSUTO
86000702;86000702;MARRONE;LEVI;TESSUTO
86000703;86000703;TESTA DI MORO;LEVI;TESSUTO
86000705;86000705;ANTRACITE;LEVI;TESSUTO
86000706;86000706;GRIGIO CIELO;LEVI;TESSUTO
86000707;86000707;VERDE KAKI;LEVI;TESSUTO
86000708;86000708;VERDE BOSCO;LEVI;TESSUTO
86000709;86000709;ARANCIO;LEVI;TESSUTO
86000710;86000710;ROSSO GRANATA;LEVI;TESSUTO
86000801;86000801;CAMMELLO;CASANOVA;TESSUTO
86000802;86000802;TORTORA;CASANOVA;TESSUTO
86000803;86000803;RUGGINE;CASANOVA;TESSUTO
86000804;86000804;BORDEAUX;CASANOVA;TESSUTO
86000805;86000805;BLU;CASANOVA;TESSUTO
86000901;86000901;RUGGINE;FERRARI;TESSUTO
86000902;86000902;TORTORA;FERRARI;TESSUTO
86000903;86000903;BIANCO&GRIGIO;FERRARI;TESSUTO
86001001;86001001;BEIGE;ZANELLA;TESSUTO
86001002;86001002;COGNAC;ZANELLA;TESSUTO
86001003;86001003;CELESTE;ZANELLA;TESSUTO
86001004;86001004;ARANCIO;ZANELLA;TESSUTO
86001005;86001005;ROSSO;ZANELLA;TESSUTO
86001101;86001101;BIANCO;SPIGA;TESSUTO
86001102;86001102;GIALLO CHIARO;SPIGA;TESSUTO
86001103;86001103;AZZURRO VAPORE;SPIGA;TESSUTO
86001104;86001104;VERDE ACQUA;SPIGA;TESSUTO
86001105;86001105;GRIGIO ACCIAIO;SPIGA;TESSUTO
86001201;86001201;ECRÙ;CONDOTTI;TESSUTO
86001202;86001202;SASSO CHIARO;CONDOTTI;TESSUTO
86001203;86001203;CORDA;CONDOTTI;TESSUTO
86001204;86001204;NERO;CONDOTTI;TESSUTO
86001205;86001205;ROSSO;CONDOTTI;TESSUTO
86001301;86001301;BLU INCHIOSTRO;LENZI;TESSUTO
86001302;86001302;NERO;LENZI;TESSUTO
86001401;86001401;BLU INCHIOSTRO;BERNINI;TESSUTO
86001402;86001402;NERO;BERNINI;TESSUTO
86001501;86001501;GRIGIO;CRISPI;TESSUTO
86001502;86001502;MARRONE CHIARO;CRISPI;TESSUTO
86001503;86001503;BORDEAUX;CRISPI;TESSUTO
86001601;86001601;GRIGIO;DORIA;TESSUTO
86001602;86001602;MARRONE CHIARO;DORIA;TESSUTO
86001701;86001701;MARRONE CHIARO;BORROMEO;TESSUTO
86001702;86001702;GRIGIO;BORROMEO;TESSUTO
86001801;86001801;MARRONE CHIARO;CORSINI;TESSUTO
86001802;86001802;GRIGIO;CORSINI;TESSUTO
86001901;86001901;BIANCO;FARFA;TESSUTO
86001903;86001903;BORDEAUX;FARFA;TESSUTO
86001904;86001904;NERO;FARFA;TESSUTO
86001905;86001905;CORDA;FARFA;TESSUTO
86001906;86001906;CORALLO;FARFA;TESSUTO
86001907;86001907;GRIGIO PERLA;FARFA;TESSUTO
86002001;86002001;SABBIA SCURO;TEBE;TESSUTO
86002002;86002002;SABBIA;TEBE;TESSUTO
86002003;86002003;SALVIA CHIARO;TEBE;TESSUTO
86002101;86002101;BIANCO;SIXTY;TESSUTO
86002102;86002102;NERO;SIXTY;TESSUTO
86002201;86002201;BIANCO;SOTO;TESSUTO
86002202;86002202;NERO;SOTO;TESSUTO
86002301;86002301;BIANCO;VEGA;TESSUTO
86002302;86002302;NERO;VEGA;TESSUTO
86002402;86002402;TORTORA CHIARO;MOON;TESSUTO
86002404;86002404;MARRONE;MOON;TESSUTO
86002501;86002501;CORDA;ASBURGO;TESSUTO
86002601;86002601;CORDA;MADAMA;TESSUTO
86002701;86002701;ORO;SMITH;TESSUTO
86002702;86002702;FERRO;SMITH;TESSUTO
86002703;86002703;BRONZO;SMITH;TESSUTO
86002704;86002704;PLATINO;SMITH;TESSUTO
86002801;86002801;ORO;LONDON;TESSUTO
86002802;86002802;VERDE;LONDON;TESSUTO
86002803;86002803;FERRO;LONDON;TESSUTO
86002804;86002804;ORO SCURO;LONDON;TESSUTO
86002901;86002901;TORTORA SCURO;INGRES;TESSUTO
86002902;86002902;CENERE DI LEGNA;INGRES;TESSUTO
86002903;86002903;MARRONE;INGRES;TESSUTO
86002904;86002904;INDACO;INGRES;TESSUTO
86002905;86002905;AVORIO;INGRES;TESSUTO
86003001;86003001;CORDA;SOHO;TESSUTO
86003002;86003002;VERDE;SOHO;TESSUTO
86003003;86003003;MARRONE;SOHO;TESSUTO
86003004;86003004;NERO;SOHO;TESSUTO
86003102;86003102;BIANCO AVORIO;SATIN;TESSUTO
86003105;86003105;CIOCCOLATO;SATIN;TESSUTO
86003201;86003201;BIANCO;KENNEDY;TESSUTO
86003202;86003202;AVENA;KENNEDY;TESSUTO
86003203;86003203;TORTORA;KENNEDY;TESSUTO
86003204;86003204;TESTA DI MORO;KENNEDY;TESSUTO
86003205;86003205;BLU NOTTE;KENNEDY;TESSUTO
86003301;86003301;BIANCO;PROVENZA;TESSUTO
86003302;86003302;BEIGE;PROVENZA;TESSUTO
86003303;86003303;TORTORA;PROVENZA;TESSUTO
86003304;86003304;MARRONE;PROVENZA;TESSUTO
86003401;86003401;BIANCO;LORENA;TESSUTO
86003402;86003402;BEIGE;LORENA;TESSUTO
86003403;86003403;TORTORA;LORENA;TESSUTO
86003404;86003404;MARRONE;LORENA;TESSUTO
86003502;86003502;CORDA;NATURAL SACK;TESSUTO
86003601;86003601;AVORIO;NATURAL FIELD;TESSUTO
86003602;86003602;CORDA;NATURAL FIELD;TESSUTO
86003603;86003603;MARRONE;NATURAL FIELD;TESSUTO
86003701;86003701;AVORIO;NATURAL GRAIN;TESSUTO
86003702;86003702;CORDA;NATURAL GRAIN;TESSUTO
86003802;86003802;CORDA;NATURAL FLAKE;TESSUTO
86003803;86003803;MARRONE;NATURAL FLAKE;TESSUTO
86003901;86003901;AVORIO/BEIGE;PALACE;TESSUTO
86003902;86003902;GRIGIO/NERO;PALACE;TESSUTO
86003903;86003903;TORTORA/BORDEUAX;PALACE;TESSUTO
86003904;86003904;GRIGIO/MARRONE;PALACE;TESSUTO
86004001;86004001;CORDA;CLUNY;TESSUTO
86004002;86004002;VERDE;CLUNY;TESSUTO
86004003;86004003;RUBINO;CLUNY;TESSUTO
86004004;86004004;GRIGIO;CLUNY;TESSUTO
86004101;86004101;CORDA;MILLEFLEURS;TESSUTO
86004102;86004102;VERDE;MILLEFLEURS;TESSUTO
86004103;86004103;RUBINO;MILLEFLEURS;TESSUTO
86004104;86004104;GRIGIO;MILLEFLEURS;TESSUTO
86004201;86004201;ARGENTO;HORIZON;TESSUTO
86004301;86004301;BEIGE;ARMENISE;TESSUTO
86004302;86004302;GRIGIO;ARMENISE;TESSUTO
86004303;86004303;MARRONE;ARMENISE;TESSUTO
86004304;86004304;BLU;ARMENISE;TESSUTO
86004305;86004305;ANTRACITE;ARMENISE;TESSUTO
86004306;86004306;VIOLA;ARMENISE;TESSUTO
86004401;86004401;BEIGE;ROSSETTI;TESSUTO
86004402;86004402;CAMMELLO;ROSSETTI;TESSUTO
86004403;86004403;GRIGIO;ROSSETTI;TESSUTO
86004404;86004404;MARRONE;ROSSETTI;TESSUTO
86004405;86004405;BLU;ROSSETTI;TESSUTO
86004406;86004406;MARRONE SCURO;ROSSETTI;TESSUTO
86004501;86004501;AVORIO;AREZZO;TESSUTO
86004502;86004502;BIANCO;AREZZO;TESSUTO
86004503;86004503;CORDA;AREZZO;TESSUTO
86004504;86004504;FANGO;AREZZO;TESSUTO
86004505;86004505;ARANCIO;AREZZO;TESSUTO
86004506;86004506;OTTANIO;AREZZO;TESSUTO
86004507;86004507;LILLA;AREZZO;TESSUTO
86004508;86004508;BLU;AREZZO;TESSUTO
86004601;86004601;AVANA;VELOUR;TESSUTO
86004602;86004602;GRIGIO;VELOUR;TESSUTO
86004603;86004603;LILLA;VELOUR;TESSUTO
86004604;86004604;AVORIO;VELOUR;TESSUTO
86004605;86004605;ROSA ANTICO;VELOUR;TESSUTO
86004701;86004701;ARGENTO;CELLINI;TESSUTO
86004702;86004702;ORO;CELLINI;TESSUTO
86004801;86004801;CAMMELLO;VOLTERRA;TESSUTO
86004802;86004802;CAMMELLO MELANGE;VOLTERRA;TESSUTO
86004803;86004803;TORTORA;VOLTERRA;TESSUTO
86004804;86004804;TORTORA MELANGE;VOLTERRA;TESSUTO
86004805;86004805;ANTRACITE;VOLTERRA;TESSUTO
86004806;86004806;ANTRACITE MELANGE;VOLTERRA;TESSUTO
86004807;86004807;ROSSO POMPEI;VOLTERRA;TESSUTO
86004808;86004808;ROSSO POMP.MEL.;VOLTERRA;TESSUTO
86004809;86004809;BORDEAUX;VOLTERRA;TESSUTO
86004810;86004810;BORDEA.MELANGE;VOLTERRA;TESSUTO
86004811;86004811;BLU SCURO;VOLTERRA;TESSUTO
86004812;86004812;BLU SCURO MEL.;VOLTERRA;TESSUTO
86004813;86004813;PRUGNA;VOLTERRA;TESSUTO
86004814;86004814;PRUGNA MELANGE;VOLTERRA;TESSUTO
86004901;86004901;BIANCO;ASSISI;TESSUTO
86004902;86004902;BEIGE;ASSISI;TESSUTO
86004903;86004903;VERDE MILITARE;ASSISI;TESSUTO
86004904;86004904;GRIGIO CHIARO;ASSISI;TESSUTO
86004905;86004905;NOCCIOLA;ASSISI;TESSUTO
86004906;86004906;MARRONE SCURO;ASSISI;TESSUTO
86004907;86004907;BLU NAVY;ASSISI;TESSUTO
86004908;86004908;VINACCIA;ASSISI;TESSUTO
86004909;86004909;GRIGIO LILLA;ASSISI;TESSUTO
86004910;86004910;GRIGIO SCURO;ASSISI;TESSUTO
86004911;86004911;VERDE SCURO;ASSISI;TESSUTO
86004912;86004912;ARANCIO MX MATTONE;ASSISI;TESSUTO
86004913;86004913;BLU SCURO;ASSISI;TESSUTO
86005001;86005001;MARRONE MELANGE;MILANO;TESSUTO
86005201;86005201;GRI CH FREDDO;VIRGO;TESSUTO
86005202;86005202;CUOIO CH MX CAMM;VIRGO;TESSUTO
86005301;86005301;GREIGE C.MX GRIGIO;ACQUARIO;TESSUTO
86005302;86005302;BLU SCURO;ACQUARIO;TESSUTO
86005303;86005303;BEIGE CH.MX ROSA;ACQUARIO;TESSUTO
86005304;86005304;GRIGIO CH.CALDO;ACQUARIO;TESSUTO
86005305;86005305;ROSSO;ACQUARIO;TESSUTO
86005401;86005401;GREIGE CHI.;FELIS;TESSUTO
86005402;86005402;GRE CH MX GRI;FELIS;TESSUTO
86005403;86005403;BE MX CAMEL;FELIS;TESSUTO
86005404;86005404;GRE CH MX BR;FELIS;TESSUTO
86005405;86005405;GRI SC FRED.;FELIS;TESSUTO
86005406;86005406;BLU SCURO;FELIS;TESSUTO
86005501;86005501;GREIGE C.MX GRIGIO;PEGASO;TESSUTO
86005502;86005502;GRIGIO SCURO CALDO;PEGASO;TESSUTO
86005503;86005503;VIOLA MX GRIGIA;PEGASO;TESSUTO
86005504;86005504;CUOIO CH.MX GIALLA;PEGASO;TESSUTO
86005601;86005601;GRIGIO CH.FREDDO;SANTANDREA;TESSUTO
86005602;86005602;CELESTE MX GRIGIA;SANTANDREA;TESSUTO
86005603;86005603;GREIGE S.MX BRONZO;SANTANDREA;TESSUTO
86005604;86005604;GRIGIO SC. FREDDO;SANTANDREA;TESSUTO
86005701;86005701;BEIGE CH.MX GIALLA;VIAROMA;TESSUTO
86005702;86005702;BLU SCURO;VIAROMA;TESSUTO
86005703;86005703;NERO;VIAROMA;TESSUTO
86005704;86005704;GIALLO MX LIME;VIAROMA;TESSUTO
86005705;86005705;GRIGIO CH. FREDDO;VIAROMA;TESSUTO
86005706;86005706;ROSA MX GRIGIA;VIAROMA;TESSUTO
86005707;86005707;CELESTE MX GRIGIA;VIAROMA;TESSUTO
86005801;86005801;GRI.MED.MELANG.BLU;DEL CORSO;TESSUTO
86005802;86005802;GRI.MED.MELAN.RUGG;DEL CORSO;TESSUTO
86005803;86005803;GRI.MED.MELAN.CAMM;DEL CORSO;TESSUTO
86005901;86005901;BIANCO FREDDO;LAGRANGE;TESSUTO
86005902;86005902;GRIGIO CH.FREDDO;LAGRANGE;TESSUTO
86005903;86005903;GRIGIO SC. FREDDO;LAGRANGE;TESSUTO
86005904;86005904;BLU SCURO;LAGRANGE;TESSUTO
86005905;86005905;GREIGE SC.MX ROSA;LAGRANGE;TESSUTO
86005906;86005906;BEIGE CH.MX GIALLA;LAGRANGE;TESSUTO
86005907;86005907;CELESTE;LAGRANGE;TESSUTO
86005908;86005908;GREIGE CHIARO;LAGRANGE;TESSUTO
86006001;86006001;VERDE MX GRI;CORSOCOMO;TESSUTO
86006002;86006002;NERO;CORSOCOMO;TESSUTO
86006003;86006003;BLU SCURO;CORSOCOMO;TESSUTO
86006004;86006004;GRIGIO MEDIO;CORSOCOMO;TESSUTO
86006005;86006005;VERDE MUSCHIO;CORSOCOMO;TESSUTO
86006101;86006101;BEIGE CH.MX GIALLA;MARACAS;TESSUTO
86006102;86006102;GREIGE CHIARO;MARACAS;TESSUTO
86006103;86006103;BEIGE CH.MX ROSA;MARACAS;TESSUTO
86006104;86006104;NERO;MARACAS;TESSUTO
86006201;86006201;BIANCO CALDO;CELIO;TESSUTO
86006202;86006202;GRIGIO CH. CALDO;CELIO;TESSUTO
86006203;86006203;GRIGIO MEDIO;CELIO;TESSUTO
86006204;86006204;GRIGIO SC.MX BLU;CELIO;TESSUTO
86006205;86006205;GREIGE CHIARO;CELIO;TESSUTO
86006206;86006206;BEIGE CH.MX ROSA;CELIO;TESSUTO
86006207;86006207;BEIGE CH.MX GIALLA;CELIO;TESSUTO
86006301;86006301;BEIGE CH.MX GIALLA;CAMPIDOGLIO;TESSUTO
86006302;86006302;GREIGE C.MX.BRONZO;CAMPIDOGLIO;TESSUTO
86006303;86006303;GRIGIO MEDIO;CAMPIDOGLIO;TESSUTO
86006304;86006304;GRIGIO SC.MX BLU;CAMPIDOGLIO;TESSUTO
86006305;86006305;BEIGE SCURO CALDO;CAMPIDOGLIO;TESSUTO
86006306;86006306;BEIGE MX DORATA;CAMPIDOGLIO;TESSUTO
86006401;86006401;GREIGE CHIARO;CIRCOMASSIMO;TESSUTO
86006402;86006402;GRIGIO CH. FREDDO;CIRCOMASSIMO;TESSUTO
86006403;86006403;VERDE MENTA;CIRCOMASSIMO;TESSUTO
86006404;86006404;BLU SCURO;CIRCOMASSIMO;TESSUTO
86006405;86006405;CUIO C.MX CAMMELLO;CIRCOMASSIMO;TESSUTO
86006501;86006501;CUOIO CH.MX GIALLA;PIAZZADISPAGNA;TESSUTO
86006502;86006502;GREIGE C.MX BRONZO;PIAZZADISPAGNA;TESSUTO
86006503;86006503;TAUPE CALDO;PIAZZADISPAGNA;TESSUTO
86006504;86006504;VERDE MX BLU;PIAZZADISPAGNA;TESSUTO
86006505;86006505;BLU SCURO;PIAZZADISPAGNA;TESSUTO
86006506;86006506;GRIGIO SC.FREDDO;PIAZZADISPAGNA;TESSUTO
86006507;86006507;BORDEAUX;PIAZZADISPAGNA;TESSUTO
86006508;86006508;GREIGE CH.MX ROSA;PIAZZADISPAGNA;TESSUTO
86200102;86200102;FIENO;PASCOLI;TESSUTO
86200103;86200103;HAVANA;PASCOLI;TESSUTO
86200104;86200104;LAVANDA;PASCOLI;TESSUTO
86200105;86200105;COTTO;PASCOLI;TESSUTO
86200106;86200106;INDACO;PASCOLI;TESSUTO
86200107;86200107;NOCE;PASCOLI;TESSUTO
86200201;86200201;FC_IVORY;FOSCOLO;TESSUTO
86200202;86200202;FIENO;FOSCOLO;TESSUTO
86200203;86200203;HAVANA;FOSCOLO;TESSUTO
86200204;86200204;LAVANDA;FOSCOLO;TESSUTO
86200206;86200206;INDACO;FOSCOLO;TESSUTO
86200207;86200207;NOCE;FOSCOLO;TESSUTO
86200301;86200301;PERLA;CARDUCCI;TESSUTO
86200303;86200303;ACQUAMARINA;CARDUCCI;TESSUTO
86200304;86200304;MUSCHIO;CARDUCCI;TESSUTO
86200306;86200306;VINACCIA;CARDUCCI;TESSUTO
86200307;86200307;GRAFITE;CARDUCCI;TESSUTO
86200401;86200401;CURRY;VIRGILIO;TESSUTO
86200402;86200402;CHILI;VIRGILIO;TESSUTO
86200403;86200403;ARGENTO;VIRGILIO;TESSUTO
86201501;86201501;GRIGIO;CRISPI;TESSUTO
86201502;86201502;MARRONE CHIARO;CRISPI;TESSUTO
86201503;86201503;BORDEAUX;CRISPI;TESSUTO
86201901;86201901;BIANCO;FARFA;TESSUTO
86201903;86201903;BORDEAUX;FARFA;TESSUTO
86201904;86201904;NERO;FARFA;TESSUTO
86201905;86201905;CORDA;FARFA;TESSUTO
86201906;86201906;CORALLO;FARFA;TESSUTO
86201907;86201907;GRIGIO PERLA;FARFA;TESSUTO
86202001;86202001;SABBIA SCURO;TEBE;TESSUTO
86202002;86202002;SABBIA;TEBE;TESSUTO
86202003;86202003;SALVIA CHIARO;TEBE;TESSUTO
86202101;86202101;BIANCO;SIXTY;TESSUTO
